"Day","Hospitalizations","ICU","Ventilators"
2020-04-01,8,2,2
2020-04-02,13,3,3
2020-04-03,20,5,4
2020-04-04,29,7,5
2020-04-05,40,9,7
2020-04-06,53,12,10
2020-04-07,70,16,13
2020-04-08,89,20,16
2020-04-09,112,25,20
2020-04-10,139,31,25
2020-04-11,170,37,30
2020-04-12,206,44,35
2020-04-13,245,52,41
2020-04-14,289,60,48
2020-04-15,337,69,55
2020-04-16,389,79,63
2020-04-17,444,89,71
2020-04-18,503,99,79
2020-04-19,563,109,87
2020-04-20,625,120,96
2020-04-21,687,129,104
2020-04-22,748,139,111
2020-04-23,809,147,118
2020-04-24,867,155,124
2020-04-25,921,162,130
2020-04-26,970,168,134
2020-04-27,1015,172,138
2020-04-28,1053,175,140
2020-04-29,1084,177,141
2020-04-30,1108,177,142
2020-05-01,1124,176,141
2020-05-02,1133,174,139
2020-05-03,1134,170,136
2020-05-04,1128,166,133
2020-05-05,1116,161,129
2020-05-06,1097,155,124
2020-05-07,1072,149,119
2020-05-08,1042,142,114
2020-05-09,1008,135,108
2020-05-10,970,128,102
2020-05-11,930,121,97
2020-05-12,887,114,91
2020-05-13,843,107,85
2020-05-14,799,100,80
2020-05-15,754,93,74
2020-05-16,709,86,69
2020-05-17,665,80,64
2020-05-18,623,75,60
2020-05-19,581,69,55
2020-05-20,542,64,51
2020-05-21,504,59,47
2020-05-22,467,55,44
2020-05-23,433,50,40
2020-05-24,402,46,37
2020-05-25,371,43,34
2020-05-26,342,39,31
2020-05-27,316,36,29
2020-05-28,290,33,26
2020-05-29,266,30,24
2020-05-30,244,27,22
2020-05-31,223,25,20
2020-06-01,204,22,18
2020-06-02,187,20,16
2020-06-03,171,18,15
2020-06-04,156,17,13
2020-06-05,142,15,12
2020-06-06,130,14,11
2020-06-07,118,13,10
2020-06-08,108,12,10
2020-06-09,99,11,9
2020-06-10,91,10,8
2020-06-11,84,10,8
2020-06-12,77,9,7
2020-06-13,71,8,7
2020-06-14,66,8,6
2020-06-15,61,7,6
2020-06-16,57,7,5
2020-06-17,53,6,5
2020-06-18,49,6,5
2020-06-19,45,5,4
2020-06-20,41,5,4
2020-06-21,37,4,3
2020-06-22,34,4,3
2020-06-23,30,3,2
2020-06-24,27,3,2
2020-06-25,24,2,2
2020-06-26,20,2,1
2020-06-27,18,1,1
2020-06-28,15,1,1
2020-06-29,12,1,1
2020-06-30,10,0,0
2020-07-01,8,0,0
2020-07-02,7,0,0
2020-07-03,5,0,0
2020-07-04,4,0,0
2020-07-05,3,0,0
2020-07-06,2,0,0
2020-07-07,1,0,0
2020-07-08,1,0,0
2020-07-09,1,0,0
2020-07-10,0,0,0
2020-07-11,0,0,0
2020-07-12,0,0,0
2020-07-13,0,0,0
2020-07-14,0,0,0
2020-07-15,0,0,0
2020-07-16,0,0,0
2020-07-17,0,0,0
2020-07-18,0,0,0
2020-07-19,0,0,0
2020-07-20,0,0,0
2020-07-21,0,0,0
2020-07-22,0,0,0
2020-07-23,0,0,0
2020-07-24,0,0,0
2020-07-25,0,0,0
2020-07-26,0,0,0
2020-07-27,0,0,0
2020-07-28,0,0,0
2020-07-29,0,0,0
2020-07-30,0,0,0
2020-07-31,0,0,0
2020-08-01,0,0,0
2020-08-02,0,0,0
2020-08-03,0,0,0
2020-08-04,0,0,0
