"State","Day","Hospitalizations","ICU","Ventilators"
"South Carolina",2020-07-27,0,0,0
"South Carolina",2020-07-28,0,0,0
"South Carolina",2020-07-29,0,0,0
"South Carolina",2020-07-30,0,0,0
"South Carolina",2020-07-31,0,0,0
"South Carolina",2020-08-01,0,0,0
"South Carolina",2020-08-02,0,0,0
"South Carolina",2020-08-03,0,0,0
"South Carolina",2020-08-04,0,0,0
"Rhode Island",2020-04-01,198,36,29
"Rhode Island",2020-04-02,234,44,35
"Rhode Island",2020-04-03,268,51,41
"Rhode Island",2020-04-04,306,58,46
"Rhode Island",2020-04-05,341,65,52
"Rhode Island",2020-04-06,378,73,59
"Rhode Island",2020-04-07,423,81,65
"Rhode Island",2020-04-08,457,89,71
"Rhode Island",2020-04-09,507,96,77
"Rhode Island",2020-04-10,553,103,82
"Rhode Island",2020-04-11,597,109,87
"Rhode Island",2020-04-12,638,114,91
"Rhode Island",2020-04-13,677,119,95
"Rhode Island",2020-04-14,711,122,98
"Rhode Island",2020-04-15,742,125,100
"Rhode Island",2020-04-16,767,126,101
"Rhode Island",2020-04-17,786,127,102
"Rhode Island",2020-04-18,800,126,101
"Rhode Island",2020-04-19,809,125,100
"Rhode Island",2020-04-20,811,123,98
"Rhode Island",2020-04-21,808,120,96
"Rhode Island",2020-04-22,800,116,93
"Rhode Island",2020-04-23,787,112,89
"Rhode Island",2020-04-24,769,107,86
"Rhode Island",2020-04-25,748,102,82
"Rhode Island",2020-04-26,724,97,78
"Rhode Island",2020-04-27,696,92,73
"Rhode Island",2020-04-28,667,86,69
"Rhode Island",2020-04-29,636,81,65
"Rhode Island",2020-04-30,604,76,61
"Rhode Island",2020-05-01,571,71,57
"Rhode Island",2020-05-02,539,66,53
"Rhode Island",2020-05-03,506,61,49
"Rhode Island",2020-05-04,475,57,46
"Rhode Island",2020-05-05,443,53,42
"Rhode Island",2020-05-06,413,49,39
"Rhode Island",2020-05-07,385,45,36
"Rhode Island",2020-05-08,358,42,33
"Rhode Island",2020-05-09,333,39,31
"Rhode Island",2020-05-10,309,36,29
"Rhode Island",2020-05-11,286,33,26
"Rhode Island",2020-05-12,264,30,24
"Rhode Island",2020-05-13,243,28,22
"Rhode Island",2020-05-14,223,25,20
"Rhode Island",2020-05-15,204,23,18
"Rhode Island",2020-05-16,186,21,17
"Rhode Island",2020-05-17,170,18,15
"Rhode Island",2020-05-18,155,16,13
"Rhode Island",2020-05-19,141,15,12
"Rhode Island",2020-05-20,129,13,11
"Rhode Island",2020-05-21,118,12,10
"Rhode Island",2020-05-22,108,11,9
"Rhode Island",2020-05-23,98,11,9
"Rhode Island",2020-05-24,90,10,8
"Rhode Island",2020-05-25,82,9,7
"Rhode Island",2020-05-26,75,9,7
"Rhode Island",2020-05-27,69,8,7
"Rhode Island",2020-05-28,64,8,6
"Rhode Island",2020-05-29,60,7,6
"Rhode Island",2020-05-30,56,7,5
"Rhode Island",2020-05-31,52,6,5
"Rhode Island",2020-06-01,48,6,5
"Rhode Island",2020-06-02,44,5,4
"Rhode Island",2020-06-03,40,5,4
"Rhode Island",2020-06-04,36,4,3
"Rhode Island",2020-06-05,33,3,3
"Rhode Island",2020-06-06,29,3,2
"Rhode Island",2020-06-07,25,2,2
"Rhode Island",2020-06-08,22,2,1
"Rhode Island",2020-06-09,19,1,1
"Rhode Island",2020-06-10,16,1,1
"Rhode Island",2020-06-11,13,1,1
"Rhode Island",2020-06-12,11,0,0
"Rhode Island",2020-06-13,9,0,0
"Rhode Island",2020-06-14,7,0,0
"Rhode Island",2020-06-15,5,0,0
"Rhode Island",2020-06-16,4,0,0
"Rhode Island",2020-06-17,3,0,0
"Rhode Island",2020-06-18,2,0,0
"Rhode Island",2020-06-19,1,0,0
"Rhode Island",2020-06-20,1,0,0
"Rhode Island",2020-06-21,1,0,0
"Rhode Island",2020-06-22,0,0,0
"Rhode Island",2020-06-23,0,0,0
"Rhode Island",2020-06-24,0,0,0
"Rhode Island",2020-06-25,0,0,0
"Rhode Island",2020-06-26,0,0,0
"Rhode Island",2020-06-27,0,0,0
"Rhode Island",2020-06-28,0,0,0
"Rhode Island",2020-06-29,0,0,0
"Rhode Island",2020-06-30,0,0,0
"Rhode Island",2020-07-01,0,0,0
"Rhode Island",2020-07-02,0,0,0
"Rhode Island",2020-07-03,0,0,0
"Rhode Island",2020-07-04,0,0,0
"Rhode Island",2020-07-05,0,0,0
"Rhode Island",2020-07-06,0,0,0
"Rhode Island",2020-07-07,0,0,0
"Rhode Island",2020-07-08,0,0,0
"Rhode Island",2020-07-09,0,0,0
"Rhode Island",2020-07-10,0,0,0
"Rhode Island",2020-07-11,0,0,0
"Rhode Island",2020-07-12,0,0,0
"Rhode Island",2020-07-13,0,0,0
"Rhode Island",2020-07-14,0,0,0
"Rhode Island",2020-07-15,0,0,0
"Rhode Island",2020-07-16,0,0,0
"Rhode Island",2020-07-17,0,0,0
"Rhode Island",2020-07-18,0,0,0
"Rhode Island",2020-07-19,0,0,0
"Rhode Island",2020-07-20,0,0,0
"Rhode Island",2020-07-21,0,0,0
"Rhode Island",2020-07-22,0,0,0
"Rhode Island",2020-07-23,0,0,0
"Rhode Island",2020-07-24,0,0,0
"Rhode Island",2020-07-25,0,0,0
"Rhode Island",2020-07-26,0,0,0
"Rhode Island",2020-07-27,0,0,0
"Rhode Island",2020-07-28,0,0,0
"Rhode Island",2020-07-29,0,0,0
"Rhode Island",2020-07-30,0,0,0
"Rhode Island",2020-07-31,0,0,0
"Rhode Island",2020-08-01,0,0,0
"Rhode Island",2020-08-02,0,0,0
"Rhode Island",2020-08-03,0,0,0
"Rhode Island",2020-08-04,0,0,0
"Pennsylvania",2020-04-01,2232,448,359
"Pennsylvania",2020-04-02,2549,509,407
"Pennsylvania",2020-04-03,2903,573,459
"Pennsylvania",2020-04-04,3294,642,514
"Pennsylvania",2020-04-05,3675,712,569
"Pennsylvania",2020-04-06,4091,782,625
"Pennsylvania",2020-04-07,4513,851,680
"Pennsylvania",2020-04-08,4926,916,733
"Pennsylvania",2020-04-09,5331,978,782
"Pennsylvania",2020-04-10,5720,1033,826
"Pennsylvania",2020-04-11,6084,1080,863
"Pennsylvania",2020-04-12,6415,1116,893
"Pennsylvania",2020-04-13,6711,1144,915
"Pennsylvania",2020-04-14,6963,1162,929
"Pennsylvania",2020-04-15,7165,1170,936
"Pennsylvania",2020-04-16,7313,1167,933
"Pennsylvania",2020-04-17,7402,1154,923
"Pennsylvania",2020-04-18,7428,1130,904
"Pennsylvania",2020-04-19,7392,1097,878
"Pennsylvania",2020-04-20,7299,1056,845
"Pennsylvania",2020-04-21,7151,1008,807
"Pennsylvania",2020-04-22,6952,954,763
"Pennsylvania",2020-04-23,6706,895,716
"Pennsylvania",2020-04-24,6418,832,666
"Pennsylvania",2020-04-25,6096,767,614
"Pennsylvania",2020-04-26,5745,702,561
"Pennsylvania",2020-04-27,5376,637,510
"Pennsylvania",2020-04-28,4991,573,459
"Pennsylvania",2020-04-29,4597,511,409
"Pennsylvania",2020-04-30,4204,452,362
"Pennsylvania",2020-05-01,3816,396,317
"Pennsylvania",2020-05-02,3437,345,276
"Pennsylvania",2020-05-03,3073,297,238
"Pennsylvania",2020-05-04,2727,255,204
"Pennsylvania",2020-05-05,2402,216,173
"Pennsylvania",2020-05-06,2097,181,145
"Pennsylvania",2020-05-07,1818,151,121
"Pennsylvania",2020-05-08,1563,124,99
"Pennsylvania",2020-05-09,1335,102,81
"Pennsylvania",2020-05-10,1130,82,66
"Pennsylvania",2020-05-11,951,66,53
"Pennsylvania",2020-05-12,791,52,42
"Pennsylvania",2020-05-13,654,41,33
"Pennsylvania",2020-05-14,537,32,26
"Pennsylvania",2020-05-15,437,25,20
"Pennsylvania",2020-05-16,353,19,16
"Pennsylvania",2020-05-17,282,15,12
"Pennsylvania",2020-05-18,223,11,9
"Pennsylvania",2020-05-19,175,8,7
"Pennsylvania",2020-05-20,135,6,5
"Pennsylvania",2020-05-21,104,4,3
"Pennsylvania",2020-05-22,79,3,2
"Pennsylvania",2020-05-23,59,2,1
"Pennsylvania",2020-05-24,44,1,1
"Pennsylvania",2020-05-25,32,0,0
"Pennsylvania",2020-05-26,23,0,0
"Pennsylvania",2020-05-27,16,0,0
"Pennsylvania",2020-05-28,11,0,0
"Pennsylvania",2020-05-29,7,0,0
"Pennsylvania",2020-05-30,5,0,0
"Pennsylvania",2020-05-31,2,0,0
"Pennsylvania",2020-06-01,1,0,0
"Pennsylvania",2020-06-02,0,0,0
"Pennsylvania",2020-06-03,0,0,0
"Pennsylvania",2020-06-04,0,0,0
"Pennsylvania",2020-06-05,0,0,0
"Pennsylvania",2020-06-06,0,0,0
"Pennsylvania",2020-06-07,0,0,0
"Pennsylvania",2020-06-08,0,0,0
"Pennsylvania",2020-06-09,0,0,0
"Pennsylvania",2020-06-10,0,0,0
"Pennsylvania",2020-06-11,0,0,0
"Pennsylvania",2020-06-12,0,0,0
"Pennsylvania",2020-06-13,0,0,0
"Pennsylvania",2020-06-14,0,0,0
"Pennsylvania",2020-06-15,0,0,0
"Pennsylvania",2020-06-16,0,0,0
"Pennsylvania",2020-06-17,0,0,0
"Pennsylvania",2020-06-18,0,0,0
"Pennsylvania",2020-06-19,0,0,0
"Pennsylvania",2020-06-20,0,0,0
"Pennsylvania",2020-06-21,0,0,0
"Pennsylvania",2020-06-22,0,0,0
"Pennsylvania",2020-06-23,0,0,0
"Pennsylvania",2020-06-24,0,0,0
"Pennsylvania",2020-06-25,0,0,0
"Pennsylvania",2020-06-26,0,0,0
"Pennsylvania",2020-06-27,0,0,0
"Pennsylvania",2020-06-28,0,0,0
"Pennsylvania",2020-06-29,0,0,0
"Pennsylvania",2020-06-30,0,0,0
"Pennsylvania",2020-07-01,0,0,0
"Pennsylvania",2020-07-02,0,0,0
"Pennsylvania",2020-07-03,0,0,0
"Pennsylvania",2020-07-04,0,0,0
"Pennsylvania",2020-07-05,0,0,0
"Pennsylvania",2020-07-06,0,0,0
"Pennsylvania",2020-07-07,0,0,0
"Pennsylvania",2020-07-08,0,0,0
"Pennsylvania",2020-07-09,0,0,0
"Pennsylvania",2020-07-10,0,0,0
"Pennsylvania",2020-07-11,0,0,0
"Pennsylvania",2020-07-12,0,0,0
"Pennsylvania",2020-07-13,0,0,0
"Pennsylvania",2020-07-14,0,0,0
"Pennsylvania",2020-07-15,0,0,0
"Pennsylvania",2020-07-16,0,0,0
"Pennsylvania",2020-07-17,0,0,0
"Pennsylvania",2020-07-18,0,0,0
"Pennsylvania",2020-07-19,0,0,0
"Pennsylvania",2020-07-20,0,0,0
"Pennsylvania",2020-07-21,0,0,0
"Pennsylvania",2020-07-22,0,0,0
"Pennsylvania",2020-07-23,0,0,0
"Pennsylvania",2020-07-24,0,0,0
"Pennsylvania",2020-07-25,0,0,0
"Pennsylvania",2020-07-26,0,0,0
"Pennsylvania",2020-07-27,0,0,0
"Pennsylvania",2020-07-28,0,0,0
"Pennsylvania",2020-07-29,0,0,0
"Pennsylvania",2020-07-30,0,0,0
"Pennsylvania",2020-07-31,0,0,0
"Pennsylvania",2020-08-01,0,0,0
"Pennsylvania",2020-08-02,0,0,0
"Pennsylvania",2020-08-03,0,0,0
"Pennsylvania",2020-08-04,0,0,0
"Other Counties, WA",2020-04-01,553,94,75
"Other Counties, WA",2020-04-02,584,101,81
"Other Counties, WA",2020-04-03,609,106,85
"Other Counties, WA",2020-04-04,632,111,89
"Other Counties, WA",2020-04-05,665,115,92
"Other Counties, WA",2020-04-06,695,120,96
"Other Counties, WA",2020-04-07,730,124,99
"Other Counties, WA",2020-04-08,768,127,102
"Other Counties, WA",2020-04-09,798,131,104
"Other Counties, WA",2020-04-10,823,133,107
"Other Counties, WA",2020-04-11,846,136,109
"Other Counties, WA",2020-04-12,865,138,110
"Other Counties, WA",2020-04-13,882,139,111
"Other Counties, WA",2020-04-14,896,140,112
"Other Counties, WA",2020-04-15,907,140,112
"Other Counties, WA",2020-04-16,916,140,112
"Other Counties, WA",2020-04-17,921,140,112
"Other Counties, WA",2020-04-18,922,138,111
"Other Counties, WA",2020-04-19,921,137,109
"Other Counties, WA",2020-04-20,917,135,108
"Other Counties, WA",2020-04-21,909,132,106
"Other Counties, WA",2020-04-22,899,130,104
"Other Counties, WA",2020-04-23,886,127,101
"Other Counties, WA",2020-04-24,872,123,99
"Other Counties, WA",2020-04-25,853,120,96
"Other Counties, WA",2020-04-26,833,116,93
"Other Counties, WA",2020-04-27,811,111,89
"Other Counties, WA",2020-04-28,787,107,86
"Other Counties, WA",2020-04-29,760,102,82
"Other Counties, WA",2020-04-30,733,98,78
"Other Counties, WA",2020-05-01,704,93,74
"Other Counties, WA",2020-05-02,675,88,70
"Other Counties, WA",2020-05-03,646,84,67
"Other Counties, WA",2020-05-04,617,79,63
"Other Counties, WA",2020-05-05,586,74,60
"Other Counties, WA",2020-05-06,556,70,56
"Other Counties, WA",2020-05-07,524,65,52
"Other Counties, WA",2020-05-08,492,60,48
"Other Counties, WA",2020-05-09,460,56,45
"Other Counties, WA",2020-05-10,430,51,41
"Other Counties, WA",2020-05-11,400,47,38
"Other Counties, WA",2020-05-12,371,43,34
"Other Counties, WA",2020-05-13,343,39,31
"Other Counties, WA",2020-05-14,317,35,28
"Other Counties, WA",2020-05-15,293,32,26
"Other Counties, WA",2020-05-16,269,29,24
"Other Counties, WA",2020-05-17,246,27,21
"Other Counties, WA",2020-05-18,224,24,19
"Other Counties, WA",2020-05-19,203,22,18
"Other Counties, WA",2020-05-20,184,20,16
"Other Counties, WA",2020-05-21,166,18,14
"Other Counties, WA",2020-05-22,150,16,13
"Other Counties, WA",2020-05-23,136,14,11
"Other Counties, WA",2020-05-24,123,13,10
"Other Counties, WA",2020-05-25,110,11,9
"Other Counties, WA",2020-05-26,98,10,8
"Other Counties, WA",2020-05-27,87,9,7
"Other Counties, WA",2020-05-28,77,7,6
"Other Counties, WA",2020-05-29,68,6,5
"Other Counties, WA",2020-05-30,59,5,4
"Other Counties, WA",2020-05-31,51,4,4
"Other Counties, WA",2020-06-01,44,4,3
"Other Counties, WA",2020-06-02,38,3,2
"Other Counties, WA",2020-06-03,32,2,2
"Other Counties, WA",2020-06-04,26,2,1
"Other Counties, WA",2020-06-05,22,1,1
"Other Counties, WA",2020-06-06,18,1,1
"Other Counties, WA",2020-06-07,14,0,0
"Other Counties, WA",2020-06-08,11,0,0
"Other Counties, WA",2020-06-09,8,0,0
"Other Counties, WA",2020-06-10,6,0,0
"Other Counties, WA",2020-06-11,5,0,0
"Other Counties, WA",2020-06-12,3,0,0
"Other Counties, WA",2020-06-13,2,0,0
"Other Counties, WA",2020-06-14,1,0,0
"Other Counties, WA",2020-06-15,1,0,0
"Other Counties, WA",2020-06-16,1,0,0
"Other Counties, WA",2020-06-17,0,0,0
"Other Counties, WA",2020-06-18,0,0,0
"Other Counties, WA",2020-06-19,0,0,0
"Other Counties, WA",2020-06-20,0,0,0
"Other Counties, WA",2020-06-21,0,0,0
"Other Counties, WA",2020-06-22,0,0,0
"Other Counties, WA",2020-06-23,0,0,0
"Other Counties, WA",2020-06-24,0,0,0
"Other Counties, WA",2020-06-25,0,0,0
"Other Counties, WA",2020-06-26,0,0,0
"Other Counties, WA",2020-06-27,0,0,0
"Other Counties, WA",2020-06-28,0,0,0
"Other Counties, WA",2020-06-29,0,0,0
"Other Counties, WA",2020-06-30,0,0,0
"Other Counties, WA",2020-07-01,0,0,0
"Other Counties, WA",2020-07-02,0,0,0
"Other Counties, WA",2020-07-03,0,0,0
"Other Counties, WA",2020-07-04,0,0,0
"Other Counties, WA",2020-07-05,0,0,0
"Other Counties, WA",2020-07-06,0,0,0
"Other Counties, WA",2020-07-07,0,0,0
"Other Counties, WA",2020-07-08,0,0,0
"Other Counties, WA",2020-07-09,0,0,0
"Other Counties, WA",2020-07-10,0,0,0
"Other Counties, WA",2020-07-11,0,0,0
"Other Counties, WA",2020-07-12,0,0,0
"Other Counties, WA",2020-07-13,0,0,0
"Other Counties, WA",2020-07-14,0,0,0
"Other Counties, WA",2020-07-15,0,0,0
"Other Counties, WA",2020-07-16,0,0,0
"Other Counties, WA",2020-07-17,0,0,0
"Other Counties, WA",2020-07-18,0,0,0
"Other Counties, WA",2020-07-19,0,0,0
"Other Counties, WA",2020-07-20,0,0,0
"Other Counties, WA",2020-07-21,0,0,0
"Other Counties, WA",2020-07-22,0,0,0
"Other Counties, WA",2020-07-23,0,0,0
"Other Counties, WA",2020-07-24,0,0,0
"Other Counties, WA",2020-07-25,0,0,0
"Other Counties, WA",2020-07-26,0,0,0
"Other Counties, WA",2020-07-27,0,0,0
"Other Counties, WA",2020-07-28,0,0,0
"Other Counties, WA",2020-07-29,0,0,0
"Other Counties, WA",2020-07-30,0,0,0
"Other Counties, WA",2020-07-31,0,0,0
"Other Counties, WA",2020-08-01,0,0,0
"Other Counties, WA",2020-08-02,0,0,0
"Other Counties, WA",2020-08-03,0,0,0
"Other Counties, WA",2020-08-04,0,0,0
"Oregon",2020-04-01,281,53,42
"Oregon",2020-04-02,305,58,46
"Oregon",2020-04-03,334,62,50
"Oregon",2020-04-04,365,66,53
"Oregon",2020-04-05,394,71,57
"Oregon",2020-04-06,430,76,60
"Oregon",2020-04-07,457,81,64
"Oregon",2020-04-08,490,86,69
"Oregon",2020-04-09,524,91,73
"Oregon",2020-04-10,558,97,77
"Oregon",2020-04-11,591,102,82
"Oregon",2020-04-12,626,107,86
"Oregon",2020-04-13,660,113,90
"Oregon",2020-04-14,694,118,94
"Oregon",2020-04-15,726,122,98
"Oregon",2020-04-16,755,126,101
"Oregon",2020-04-17,785,130,104
"Oregon",2020-04-18,816,134,107
"Oregon",2020-04-19,847,138,111
"Oregon",2020-04-20,876,142,114
"Oregon",2020-04-21,904,146,117
"Oregon",2020-04-22,930,149,119
"Oregon",2020-04-23,955,152,122
"Oregon",2020-04-24,978,155,124
"Oregon",2020-04-25,999,158,127
"Oregon",2020-04-26,1020,161,129
"Oregon",2020-04-27,1037,162,130
"Oregon",2020-04-28,1052,164,131
"Oregon",2020-04-29,1067,165,132
"Oregon",2020-04-30,1082,167,133
"Oregon",2020-05-01,1094,168,134
"Oregon",2020-05-02,1104,168,135
"Oregon",2020-05-03,1109,168,134
"Oregon",2020-05-04,1112,167,134
"Oregon",2020-05-05,1114,167,133
"Oregon",2020-05-06,1114,166,133
"Oregon",2020-05-07,1113,165,132
"Oregon",2020-05-08,1110,163,131
"Oregon",2020-05-09,1103,162,129
"Oregon",2020-05-10,1094,159,127
"Oregon",2020-05-11,1080,156,125
"Oregon",2020-05-12,1066,153,122
"Oregon",2020-05-13,1049,150,120
"Oregon",2020-05-14,1030,146,117
"Oregon",2020-05-15,1009,142,113
"Oregon",2020-05-16,985,137,110
"Oregon",2020-05-17,960,133,106
"Oregon",2020-05-18,935,128,102
"Oregon",2020-05-19,910,124,99
"Oregon",2020-05-20,882,119,95
"Oregon",2020-05-21,853,115,92
"Oregon",2020-05-22,823,110,88
"Oregon",2020-05-23,791,105,84
"Oregon",2020-05-24,759,100,80
"Oregon",2020-05-25,727,95,76
"Oregon",2020-05-26,697,91,72
"Oregon",2020-05-27,665,86,69
"Oregon",2020-05-28,634,81,65
"Oregon",2020-05-29,602,76,61
"Oregon",2020-05-30,570,72,57
"Oregon",2020-05-31,539,67,54
"Oregon",2020-06-01,509,63,50
"Oregon",2020-06-02,478,58,47
"Oregon",2020-06-03,449,54,43
"Oregon",2020-06-04,420,50,40
"Oregon",2020-06-05,392,47,37
"Oregon",2020-06-06,365,43,34
"Oregon",2020-06-07,339,39,32
"Oregon",2020-06-08,314,36,29
"Oregon",2020-06-09,290,33,26
"Oregon",2020-06-10,268,30,24
"Oregon",2020-06-11,246,27,22
"Oregon",2020-06-12,225,25,20
"Oregon",2020-06-13,206,23,18
"Oregon",2020-06-14,188,20,16
"Oregon",2020-06-15,172,18,15
"Oregon",2020-06-16,156,17,13
"Oregon",2020-06-17,141,15,12
"Oregon",2020-06-18,127,13,11
"Oregon",2020-06-19,115,12,10
"Oregon",2020-06-20,104,11,9
"Oregon",2020-06-21,93,10,8
"Oregon",2020-06-22,84,8,7
"Oregon",2020-06-23,75,8,6
"Oregon",2020-06-24,67,7,5
"Oregon",2020-06-25,59,6,5
"Oregon",2020-06-26,51,5,4
"Oregon",2020-06-27,44,4,3
"Oregon",2020-06-28,38,3,3
"Oregon",2020-06-29,32,2,2
"Oregon",2020-06-30,27,2,1
"Oregon",2020-07-01,22,1,1
"Oregon",2020-07-02,18,1,1
"Oregon",2020-07-03,15,0,0
"Oregon",2020-07-04,12,0,0
"Oregon",2020-07-05,9,0,0
"Oregon",2020-07-06,7,0,0
"Oregon",2020-07-07,5,0,0
"Oregon",2020-07-08,3,0,0
"Oregon",2020-07-09,2,0,0
"Oregon",2020-07-10,1,0,0
"Oregon",2020-07-11,1,0,0
"Oregon",2020-07-12,0,0,0
"Oregon",2020-07-13,0,0,0
"Oregon",2020-07-14,0,0,0
"Oregon",2020-07-15,0,0,0
"Oregon",2020-07-16,0,0,0
"Oregon",2020-07-17,0,0,0
"Oregon",2020-07-18,0,0,0
"Oregon",2020-07-19,0,0,0
"Oregon",2020-07-20,0,0,0
"Oregon",2020-07-21,0,0,0
"Oregon",2020-07-22,0,0,0
"Oregon",2020-07-23,0,0,0
"Oregon",2020-07-24,0,0,0
"Oregon",2020-07-25,0,0,0
"Oregon",2020-07-26,0,0,0
"Oregon",2020-07-27,0,0,0
"Oregon",2020-07-28,0,0,0
"Oregon",2020-07-29,0,0,0
"Oregon",2020-07-30,0,0,0
"Oregon",2020-07-31,0,0,0
"Oregon",2020-08-01,0,0,0
"Oregon",2020-08-02,0,0,0
"Oregon",2020-08-03,0,0,0
"Oregon",2020-08-04,0,0,0
"Oklahoma",2020-04-01,910,185,148
"Oklahoma",2020-04-02,1059,214,171
"Oklahoma",2020-04-03,1219,246,197
"Oklahoma",2020-04-04,1414,282,225
"Oklahoma",2020-04-05,1608,320,256
"Oklahoma",2020-04-06,1833,361,289
"Oklahoma",2020-04-07,2084,403,323
"Oklahoma",2020-04-08,2322,448,358
"Oklahoma",2020-04-09,2578,492,393
"Oklahoma",2020-04-10,2841,536,429
"Oklahoma",2020-04-11,3109,579,463
"Oklahoma",2020-04-12,3376,620,496
"Oklahoma",2020-04-13,3639,658,527
"Oklahoma",2020-04-14,3893,693,555
"Oklahoma",2020-04-15,4134,724,579
"Oklahoma",2020-04-16,4357,751,601
"Oklahoma",2020-04-17,4558,772,618
"Oklahoma",2020-04-18,4732,787,630
"Oklahoma",2020-04-19,4876,796,637
"Oklahoma",2020-04-20,4986,799,639
"Oklahoma",2020-04-21,5063,795,636
"Oklahoma",2020-04-22,5103,785,628
"Oklahoma",2020-04-23,5107,769,615
"Oklahoma",2020-04-24,5073,747,597
"Oklahoma",2020-04-25,5002,719,575
"Oklahoma",2020-04-26,4897,688,550
"Oklahoma",2020-04-27,4760,652,522
"Oklahoma",2020-04-28,4593,614,491
"Oklahoma",2020-04-29,4401,572,458
"Oklahoma",2020-04-30,4186,530,424
"Oklahoma",2020-05-01,3953,486,389
"Oklahoma",2020-05-02,3706,443,354
"Oklahoma",2020-05-03,3450,400,320
"Oklahoma",2020-05-04,3188,359,287
"Oklahoma",2020-05-05,2925,319,255
"Oklahoma",2020-05-06,2665,281,225
"Oklahoma",2020-05-07,2411,246,197
"Oklahoma",2020-05-08,2165,214,171
"Oklahoma",2020-05-09,1930,185,148
"Oklahoma",2020-05-10,1709,158,126
"Oklahoma",2020-05-11,1501,134,107
"Oklahoma",2020-05-12,1308,112,90
"Oklahoma",2020-05-13,1133,94,75
"Oklahoma",2020-05-14,973,77,62
"Oklahoma",2020-05-15,832,63,51
"Oklahoma",2020-05-16,704,52,41
"Oklahoma",2020-05-17,594,42,34
"Oklahoma",2020-05-18,495,33,27
"Oklahoma",2020-05-19,410,26,21
"Oklahoma",2020-05-20,337,21,17
"Oklahoma",2020-05-21,274,16,13
"Oklahoma",2020-05-22,220,12,10
"Oklahoma",2020-05-23,174,9,7
"Oklahoma",2020-05-24,137,6,5
"Oklahoma",2020-05-25,106,4,3
"Oklahoma",2020-05-26,82,2,2
"Oklahoma",2020-05-27,63,1,1
"Oklahoma",2020-05-28,47,1,1
"Oklahoma",2020-05-29,34,0,0
"Oklahoma",2020-05-30,24,0,0
"Oklahoma",2020-05-31,17,0,0
"Oklahoma",2020-06-01,10,0,0
"Oklahoma",2020-06-02,7,0,0
"Oklahoma",2020-06-03,4,0,0
"Oklahoma",2020-06-04,2,0,0
"Oklahoma",2020-06-05,0,0,0
"Oklahoma",2020-06-06,0,0,0
"Oklahoma",2020-06-07,0,0,0
"Oklahoma",2020-06-08,0,0,0
"Oklahoma",2020-06-09,0,0,0
"Oklahoma",2020-06-10,0,0,0
"Oklahoma",2020-06-11,0,0,0
"Oklahoma",2020-06-12,0,0,0
"Oklahoma",2020-06-13,0,0,0
"Oklahoma",2020-06-14,0,0,0
"Oklahoma",2020-06-15,0,0,0
"Oklahoma",2020-06-16,0,0,0
"Oklahoma",2020-06-17,0,0,0
"Oklahoma",2020-06-18,0,0,0
"Oklahoma",2020-06-19,0,0,0
"Oklahoma",2020-06-20,0,0,0
"Oklahoma",2020-06-21,0,0,0
"Oklahoma",2020-06-22,0,0,0
"Oklahoma",2020-06-23,0,0,0
"Oklahoma",2020-06-24,0,0,0
"Oklahoma",2020-06-25,0,0,0
"Oklahoma",2020-06-26,0,0,0
"Oklahoma",2020-06-27,0,0,0
"Oklahoma",2020-06-28,0,0,0
"Oklahoma",2020-06-29,0,0,0
"Oklahoma",2020-06-30,0,0,0
"Oklahoma",2020-07-01,0,0,0
"Oklahoma",2020-07-02,0,0,0
"Oklahoma",2020-07-03,0,0,0
"Oklahoma",2020-07-04,0,0,0
"Oklahoma",2020-07-05,0,0,0
"Oklahoma",2020-07-06,0,0,0
"Oklahoma",2020-07-07,0,0,0
"Oklahoma",2020-07-08,0,0,0
"Oklahoma",2020-07-09,0,0,0
"Oklahoma",2020-07-10,0,0,0
"Oklahoma",2020-07-11,0,0,0
"Oklahoma",2020-07-12,0,0,0
"Oklahoma",2020-07-13,0,0,0
"Oklahoma",2020-07-14,0,0,0
"Oklahoma",2020-07-15,0,0,0
"Oklahoma",2020-07-16,0,0,0
"Oklahoma",2020-07-17,0,0,0
"Oklahoma",2020-07-18,0,0,0
"Oklahoma",2020-07-19,0,0,0
"Oklahoma",2020-07-20,0,0,0
"Oklahoma",2020-07-21,0,0,0
"Oklahoma",2020-07-22,0,0,0
"Oklahoma",2020-07-23,0,0,0
"Oklahoma",2020-07-24,0,0,0
"Oklahoma",2020-07-25,0,0,0
"Oklahoma",2020-07-26,0,0,0
"Oklahoma",2020-07-27,0,0,0
"Oklahoma",2020-07-28,0,0,0
"Oklahoma",2020-07-29,0,0,0
"Oklahoma",2020-07-30,0,0,0
"Oklahoma",2020-07-31,0,0,0
"Oklahoma",2020-08-01,0,0,0
"Oklahoma",2020-08-02,0,0,0
"Oklahoma",2020-08-03,0,0,0
"Oklahoma",2020-08-04,0,0,0
"Ohio",2020-04-01,2165,440,352
"Ohio",2020-04-02,2476,497,398
"Ohio",2020-04-03,2801,555,444
"Ohio",2020-04-04,3149,613,490
"Ohio",2020-04-05,3497,670,536
"Ohio",2020-04-06,3863,726,581
"Ohio",2020-04-07,4213,780,624
"Ohio",2020-04-08,4551,831,665
"Ohio",2020-04-09,4892,878,703
"Ohio",2020-04-10,5218,921,737
"Ohio",2020-04-11,5525,959,768
"Ohio",2020-04-12,5805,992,793
"Ohio",2020-04-13,6054,1017,814
"Ohio",2020-04-14,6268,1035,828
"Ohio",2020-04-15,6441,1045,836
"Ohio",2020-04-16,6572,1047,838
