"Day","Hospitalizations","ICU","Ventilators"
2020-04-01,252,53,42
2020-04-02,308,65,52
2020-04-03,369,77,62
2020-04-04,437,90,72
2020-04-05,509,104,84
2020-04-06,587,119,96
2020-04-07,671,135,108
2020-04-08,762,152,121
2020-04-09,863,168,135
2020-04-10,962,185,148
2020-04-11,1063,202,161
2020-04-12,1164,217,174
2020-04-13,1263,232,185
2020-04-14,1358,245,196
2020-04-15,1448,257,205
2020-04-16,1531,266,213
2020-04-17,1606,274,219
2020-04-18,1671,279,224
2020-04-19,1727,283,226
2020-04-20,1771,284,227
2020-04-21,1803,284,227
2020-04-22,1822,281,225
2020-04-23,1830,276,221
2020-04-24,1826,270,216
2020-04-25,1811,263,210
2020-04-26,1786,254,203
2020-04-27,1751,245,196
2020-04-28,1709,235,188
2020-04-29,1659,224,179
2020-04-30,1604,213,171
2020-05-01,1545,203,162
2020-05-02,1481,192,154
2020-05-03,1416,181,145
2020-05-04,1348,171,137
2020-05-05,1281,161,129
2020-05-06,1214,151,121
2020-05-07,1147,142,113
2020-05-08,1082,133,106
2020-05-09,1019,124,99
2020-05-10,958,116,93
2020-05-11,899,109,87
2020-05-12,842,101,81
2020-05-13,787,94,75
2020-05-14,736,88,70
2020-05-15,688,82,65
2020-05-16,643,76,61
2020-05-17,601,71,57
2020-05-18,560,66,53
2020-05-19,521,61,49
2020-05-20,484,57,45
2020-05-21,448,52,42
2020-05-22,415,48,39
2020-05-23,384,44,36
2020-05-24,355,41,33
2020-05-25,328,37,30
2020-05-26,304,34,27
2020-05-27,281,32,25
2020-05-28,260,29,23
2020-05-29,241,27,22
2020-05-30,222,25,20
2020-05-31,205,24,19
2020-06-01,189,22,18
2020-06-02,175,20,16
2020-06-03,162,19,15
2020-06-04,150,18,14
2020-06-05,140,16,13
2020-06-06,130,15,12
2020-06-07,121,14,11
2020-06-08,113,13,11
2020-06-09,105,12,10
2020-06-10,98,12,9
2020-06-11,92,11,9
2020-06-12,86,10,8
2020-06-13,81,10,8
2020-06-14,76,9,7
2020-06-15,71,9,7
2020-06-16,67,8,7
2020-06-17,63,8,6
2020-06-18,59,7,6
2020-06-19,55,7,6
2020-06-20,52,6,5
2020-06-21,49,6,5
2020-06-22,45,5,4
2020-06-23,42,5,4
2020-06-24,38,4,3
2020-06-25,35,4,3
2020-06-26,31,3,3
2020-06-27,28,3,2
2020-06-28,24,2,2
2020-06-29,21,2,1
2020-06-30,18,1,1
2020-07-01,16,1,1
2020-07-02,13,1,1
2020-07-03,11,1,0
2020-07-04,9,0,0
2020-07-05,7,0,0
2020-07-06,6,0,0
2020-07-07,4,0,0
2020-07-08,3,0,0
2020-07-09,2,0,0
2020-07-10,2,0,0
2020-07-11,1,0,0
2020-07-12,1,0,0
2020-07-13,1,0,0
2020-07-14,0,0,0
2020-07-15,0,0,0
2020-07-16,0,0,0
2020-07-17,0,0,0
2020-07-18,0,0,0
2020-07-19,0,0,0
2020-07-20,0,0,0
2020-07-21,0,0,0
2020-07-22,0,0,0
2020-07-23,0,0,0
2020-07-24,0,0,0
2020-07-25,0,0,0
2020-07-26,0,0,0
2020-07-27,0,0,0
2020-07-28,0,0,0
2020-07-29,0,0,0
2020-07-30,0,0,0
2020-07-31,0,0,0
2020-08-01,0,0,0
2020-08-02,0,0,0
2020-08-03,0,0,0
2020-08-04,0,0,0
