V1,location,date,allbed_mean,allbed_lower,allbed_upper,ICUbed_mean,ICUbed_lower,ICUbed_upper,InvVen_mean,InvVen_lower,InvVen_upper,deaths_mean,deaths_lower,deaths_upper,admis_mean,admis_lower,admis_upper,newICU_mean,newICU_lower,newICU_upper,totdea_mean,totdea_lower,totdea_upper,bedover_mean,bedover_lower,bedover_upper,icuover_mean,icuover_lower,icuover_upper,location_name
138,Wisconsin,6/22/20,2.930238034,0,37.56166667,0.060390657,0,0,0.046959596,0,0,0.019,0,0,0,0,0,0,0,0,950.838,241,2349.225,0,0,0,0,0,0,Wisconsin
139,Wisconsin,6/23/20,2.083550311,0,27.29318182,0.031938889,0,0,0.023947222,0,0,0.01,0,0,0,0,0,0,0,0,950.848,241,2349.225,0,0,0,0,0,0,Wisconsin
140,Wisconsin,6/24/20,1.493291511,0,23.3075,0.0149,0,0,0.011480556,0,0,0.005,0,0,0,0,0,0,0,0,950.853,241,2349.225,0,0,0,0,0,0,Wisconsin
141,Wisconsin,6/25/20,1.034800913,0,17.27329545,0.007269444,0,0,0.005916667,0,0,0.004,0,0,0,0,0,0,0,0,950.857,241,2349.225,0,0,0,0,0,0,Wisconsin
142,Wisconsin,6/26/20,0.703381566,0,9.379545455,0.001777778,0,0,0.001333333,0,0,0.001,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
143,Wisconsin,6/27/20,0.467391919,0,4.718181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
144,Wisconsin,6/28/20,0.288194697,0,0.091666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
145,Wisconsin,6/29/20,0.164164646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
146,Wisconsin,6/30/20,0.084875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
147,Wisconsin,7/1/20,0.036041667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
148,Wisconsin,7/2/20,0.015713889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
149,Wisconsin,7/3/20,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
150,Wisconsin,7/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
151,Wisconsin,7/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
152,Wisconsin,7/6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
153,Wisconsin,7/7/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
154,Wisconsin,7/8/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
155,Wisconsin,7/9/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
156,Wisconsin,7/10/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
157,Wisconsin,7/11/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
158,Wisconsin,7/12/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
159,Wisconsin,7/13/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
160,Wisconsin,7/14/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
161,Wisconsin,7/15/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
162,Wisconsin,7/16/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
163,Wisconsin,7/17/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
164,Wisconsin,7/18/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
165,Wisconsin,7/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
166,Wisconsin,7/20/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
167,Wisconsin,7/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
168,Wisconsin,7/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
169,Wisconsin,7/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
170,Wisconsin,7/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
171,Wisconsin,7/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
172,Wisconsin,7/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
173,Wisconsin,7/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
174,Wisconsin,7/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
175,Wisconsin,7/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
176,Wisconsin,7/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
177,Wisconsin,7/31/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
178,Wisconsin,8/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
179,Wisconsin,8/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
180,Wisconsin,8/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
181,Wisconsin,8/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.858,241,2349.225,0,0,0,0,0,0,Wisconsin
1,West Virginia,2/6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
2,West Virginia,2/7/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
3,West Virginia,2/8/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
4,West Virginia,2/9/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
5,West Virginia,2/10/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
6,West Virginia,2/11/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
7,West Virginia,2/12/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
8,West Virginia,2/13/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
9,West Virginia,2/14/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
10,West Virginia,2/15/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
11,West Virginia,2/16/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
12,West Virginia,2/17/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
13,West Virginia,2/18/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
14,West Virginia,2/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
15,West Virginia,2/20/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
16,West Virginia,2/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
17,West Virginia,2/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
18,West Virginia,2/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
19,West Virginia,2/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
20,West Virginia,2/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
21,West Virginia,2/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
22,West Virginia,2/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
23,West Virginia,2/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
24,West Virginia,2/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
25,West Virginia,3/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
26,West Virginia,3/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
27,West Virginia,3/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
28,West Virginia,3/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
29,West Virginia,3/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
30,West Virginia,3/6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
31,West Virginia,3/7/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
32,West Virginia,3/8/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
33,West Virginia,3/9/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
34,West Virginia,3/10/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
35,West Virginia,3/11/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
36,West Virginia,3/12/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
37,West Virginia,3/13/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
38,West Virginia,3/14/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
39,West Virginia,3/15/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
40,West Virginia,3/16/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
41,West Virginia,3/17/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
42,West Virginia,3/18/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
43,West Virginia,3/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
44,West Virginia,3/20/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
45,West Virginia,3/21/20,1.973484137,0,6.005,0.46677144,0,1.421776316,0.371309718,0,1.157894737,0,0,0,1.973484137,0,6.005,0.46677144,0,1.421776316,0,0,0,0,0,0,0,0,0,West Virginia
46,West Virginia,3/22/20,1.973484137,0,6.005,0.46677144,0,1.421776316,0.371309718,0,1.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia
47,West Virginia,3/23/20,8.17112199,6.299078947,11.6,1.932351999,1.25,2.894868421,1.545971672,0.949934211,2.35,0,0,0,6.197637853,4.599473684,7.8,1.46558056,0.833333333,2.106381579,0,0,0,0,0,0,0,0,0,West Virginia
48,West Virginia,3/24/20,8.358432104,6.3,12.1,1.974532667,1.25,3.05,1.579952288,0.95,2.421052632,0,0,0,0.187310114,0,3.1,0.042180667,0,0.60125,0,0,0,0,0,0,0,0,0,West Virginia
49,West Virginia,3/25/20,8.576315815,6.3,12.5,2.028096444,1.25,3.112083333,1.623335191,0.95,2.5503125,0,0,0,0.217883712,0,2.6,0.053563777,0,0.700555556,0,0,0,0,0,0,0,0,0,West Virginia
50,West Virginia,3/26/20,9.48613587,6.3,17.05381579,2.237536657,1.299078947,4.106381579,1.79108108,1,3.3,0,0,0,0.909820055,0,6.7,0.209440213,0,1.6,0,0,0,0,0,0,0,0,0,West Virginia
51,West Virginia,3/27/20,10.71802208,6.368421053,19.30171053,2.528470266,1.3,4.737171053,2.021550619,1,3.850972222,0,0,0,1.231886206,0,7.05,0.290933609,0,1.8,0,0,0,0,0,0,0,0,0,West Virginia
52,West Virginia,3/28/20,12.3165426,6.411470588,24.31973684,2.903929364,1.315789474,5.70125,2.322271723,1,4.579473684,0,0,0,1.598520519,0,8.7575,0.375459099,0,2.10125,0,0,0,0,0,0,0,0,0,West Virginia
53,West Virginia,3/29/20,14.40197881,6.299852941,31.90236842,3.071179708,1,7.27872807,2.461515226,0.788486842,5.842105263,0,0,0,2.522674359,0,10.10125,0.604488485,0,2.400526316,0,0,0,0,0,0,0,0,0,West Virginia
54,West Virginia,3/30/20,17.5307939,6.315394737,41.16144737,3.815425391,1.05,9.700921053,3.06056987,0.8,7.707972136,1,1,1,3.128815084,0,11.26447368,0.744245683,0,2.778921569,1,1,1,0,0,0,0,0,0,West Virginia
55,West Virginia,3/31/20,19.6358949,4.368421053,50.1,3.354297338,0,10.95125,2.69494125,0,8.705,0,0,0,4.364198878,0,13.45190789,1.033985806,0,3.317105263,1,1,1,0,0,0,0,0,0,West Virginia
56,West Virginia,4/1/20,25.04669972,4.45,67.31965944,4.608009662,0,14.94458333,3.704203883,0,12.05694444,0,0,0,5.450488936,0,18.89041667,1.293396448,0,4.401842105,1,1,1,0,0,0,0,0,0,West Virginia
57,West Virginia,4/2/20,31.96091225,4.683355263,85.8371517,6.198636743,0,19.2525,4.969359542,0,15.65,0.097,0,1,6.964320889,0,21.47684211,1.64073544,0,5.100131579,1.097,1,2,0,0,0,0,0,0,West Virginia
58,West Virginia,4/3/20,40.6733176,4.840789474,111.1615278,8.106576144,0,24.35236111,6.49131207,0,19.77833333,0.115,0,1,8.993174015,0,27.26769006,2.115553539,0,6.526393189,1.212,1,2,0,0,0,0,0,0,West Virginia
59,West Virginia,4/4/20,51.80065332,5.55,142.2898026,10.54459424,0,31.52940789,8.455600404,0,25.58931889,0.15,0,1,11.5006918,0,32.05921053,2.725267888,0,7.650855263,1.362,1,2,0,0,0,0,0,0,West Virginia
60,West Virginia,4/5/20,64.13077075,4.440833333,176.4141667,13.52358509,0,39.18316993,10.83582277,0,31.31664474,0.258,0,1,14.23406094,0,41.31789474,3.348594088,0,9.850972222,1.62,1,3,0,0,0,0,0,0,West Virginia
61,West Virginia,4/6/20,80.75926468,5,219.8891667,17.02406459,0.349144737,47.56541667,13.63092841,0.315394737,38.31333333,0.326,0,1,17.42184655,0,46.775,4.09874005,0,10.89486842,1.946,1,4,0,0,0,0,0,0,West Virginia
62,West Virginia,4/7/20,96.93294251,4.11125,264.6695833,21.2783976,0.92875,56.82473684,17.03728116,0.79625,46.37631579,0.463,0,1,21.21645454,0,55.65085526,4.99261978,0,12.88397833,2.409,1,5,0,0,0,0,0,0,West Virginia
63,West Virginia,4/8/20,120.8214275,7.8,323.8208333,26.22571008,1.84875,69.67105263,20.98699045,1.473092105,55.07236111,0.578,0,2,25.40696638,0.683355263,63.31622807,5.975305207,0.1,14.94451754,2.987,1,7,0,0,0,0,0,0,West Virginia
64,West Virginia,4/9/20,149.1251989,9.73875,393.1851974,32.0795949,2.14875,82.10540936,25.66521263,1.75,65.44958333,0.744,0,2,30.18411808,0.763643791,73.37671053,7.137694358,0.2,17.6525,3.731,1,9,0,0,0,0,0,0,West Virginia
65,West Virginia,4/10/20,181.6029024,12.24875,464.5193421,38.76845612,2.8,96.80394737,31.0208992,2.39875,77.17777778,0.956,0,3,35.29405433,4.420526316,82.55467105,8.315842836,0.94875,19.31710526,4.687,1,12,0,0,0,0,0,0,West Virginia
66,West Virginia,4/11/20,218.9865993,19.28986842,546.66375,46.33475189,4.263157895,111.4369152,37.0881391,3.629539474,88.89986842,1.253,0,3,41.05355137,6.296666667,94.45980263,9.66373246,1.420526316,22.35046053,5.94,1,15,0,0,0,0,0,0,West Virginia
67,West Virginia,4/12/20,261.7067453,27.69828947,628.8998026,54.83947397,6.545,127.9100877,43.85119943,5.15,101.7229167,1.547,0,4,47.47450633,7.899868421,101.6879386,11.21237112,1.799736842,24.10540936,7.487,1,19,0,0,0,0,0,0,West Virginia
68,West Virginia,4/13/20,310.0279093,36.78,730.90125,64.37842822,8.39625,146.00375,51.48209659,7.0875,117.0566667,1.885,0,5,54.53308557,8,115.8618421,12.87073311,1.84875,27.83486842,9.372,1,24,0,0,0,0,0,0,West Virginia
69,West Virginia,4/14/20,363.7693523,46.06592105,828.5316667,74.76869722,10.33026316,164.6328947,59.80509297,8.525657895,131.7947368,2.318,0,6,61.36652107,10.31539474,128.7934211,14.46152798,2.531842105,30.38916667,11.69,1,30,0,0,0,0,0,0,West Virginia
70,West Virginia,4/15/20,422.4558518,62.50072368,936.2419444,85.94271984,14.3,185.3196594,68.75335387,11.88861842,148.6653289,2.82,0,7,68.38030141,15.21026316,138.6235294,16.13395336,3.64875,32.83333333,14.51,2,37.025,0,0,0,0,0,0,West Virginia
71,West Virginia,4/16/20,486.7077626,80.95138158,1061.983333,97.91808681,17.67986842,207.6194737,78.31919926,14.4875,165.9156579,3.377,0,8,76.03413452,17.14902778,149.3578947,17.92178217,4.19875,36.15066176,17.887,2,46,0,0,0,0,0,11.61947368,West Virginia
72,West Virginia,4/17/20,555.4348151,99.28157895,1190.584408,110.4599802,21.88861842,231.1186533,88.35547842,17.83730263,183.6631579,3.984,0,9,83.1257426,22.04666667,160.6934211,19.64680735,5.1,38.00416667,21.871,2,55.025,0,0,0,0,0,35.11865325,West Virginia
73,West Virginia,4/18/20,627.4581851,126.0421711,1307.388235,123.2385154,28.05388158,252.4119969,98.56581357,21.93552632,199.1320433,4.658,1,11,89.44588761,26.78723684,168.3703216,21.05365319,6.630789474,40.11447368,26.529,3,66.025,0,0,0,0,0,56.4119969,West Virginia
74,West Virginia,4/19/20,702.6273236,162.9664474,1429.481579,136.2744224,34.50065789,266.0118421,108.9587374,27.34651316,213.4305263,5.408,1,12,96.11256546,31.6475,177.922549,22.65736207,7.49875,41.83472222,31.937,4,78,0,0,0,0,0,70.01184211,West Virginia
75,West Virginia,4/20/20,780.3594996,200.1723684,1553.28136,149.3051991,42.65321637,284.8921053,119.4207039,33.93896199,229.855848,6.21,1,13,102.6631953,37.725,180.4964912,24.19692764,8.498026316,42.25257353,38.147,5,90,0,0,0,0,0,88.89210526,West Virginia
76,West Virginia,4/21/20,858.7410337,241.6609211,1652.257895,161.8958763,50.20791667,301.2559211,129.494601,40.5425,241.7013889,7.068,1,15,107.7542966,44.9925,188.1052632,25.41624183,10.51940789,44.55745614,45.215,6,104.05,0,0,0,0,0,105.2559211,West Virginia
77,West Virginia,4/22/20,937.5992761,285.55125,1758.892105,174.14794,58.745,319.0725877,139.3034461,47.8725,254.2122807,7.932,2,16,113.0259896,51.73157895,191.2833333,26.66193047,12.49875,44.68654971,53.147,8,121.025,0,0,0,0,0,123.0725877,West Virginia
78,West Virginia,4/23/20,1014.968419,338.9751316,1856.382895,185.5753804,69.82480263,325.225817,148.4243713,56.07375,261.2808007,8.827,2,18,116.6965044,57.8425,196.8696637,27.5102527,13.24901316,45.79473684,61.974,10,140,0,0,0,0,0,129.225817,West Virginia
79,West Virginia,4/24/20,1089.579313,392.3992763,1939.253947,195.8664127,80.43625,343.225,156.6615962,64.49934211,273.9442096,9.72,2.975,19,119.5905478,62.05131579,199.7961257,28.17061074,14.69875,46.94722222,71.694,13,159,0,0,0,0,0,147.225,West Virginia
80,West Virginia,4/25/20,1160.781906,454.0107895,2033.935217,205.05228,93.14375,349.5564542,163.9930562,75.09763158,279.1464912,10.574,3,20,122.0279501,66.67335526,197.5602124,28.78361978,15.7,47.11527778,82.268,16,177.025,0,0,0,9.052279962,0,153.5564542,West Virginia
81,West Virginia,4/26/20,1227.293656,516.825,2150.185526,213.1413811,103.14,360.334375,170.4776396,82.10583333,285.8921875,11.398,4,21,123.3137179,69.23,206.6867647,29.10354447,15.79875,48.12026144,93.666,19.975,197,0,0,0,17.14138113,0,164.334375,West Virginia
82,West Virginia,4/27/20,1287.568378,590.17625,2214.921491,219.6714024,113.5151974,362.8530702,175.7028761,90.74835526,291.0721491,12.187,4,21.025,123.6090843,68.89375,208.8916667,29.15018497,16.1,49.51397059,105.853,23.975,218.075,0,0,0,23.67140243,0,166.8530702,West Virginia
83,West Virginia,4/28/20,1340.533971,668.8675,2261.006944,224.5626785,122.4980263,370.1180556,179.6176384,98.67460526,297.1791667,12.891,5,23,123.1780939,68.84375,205.8347222,29.04139981,15.99875,48.41527778,118.744,28.975,240.075,0,0,0,28.56267845,0,174.1180556,West Virginia
84,West Virginia,4/29/20,1385.746579,728.9025,2302.469444,227.9019078,127.775,372.2625,182.2984465,103.04375,299.7291667,13.541,6,23.025,121.7658963,66.48375,210.2263889,28.71937905,14.9975,50.00416667,132.285,34.975,263.025,0,0,0,31.90190778,0,176.2625,West Virginia
85,West Virginia,4/30/20,1422.517432,785.9896711,2365.451754,229.5173406,130.39,378.3902778,183.561261,105.5975,305.5083333,14.072,7,24,119.7802282,63.23875,209.7777778,28.25183564,14.745,49.83472222,146.357,41.975,286.025,0,0,0,33.51734061,0,182.3902778,West Virginia
86,West Virginia,5/1/20,1449.810721,838.6125,2417.054167,229.6001289,130.465,386.6852941,183.6446754,105.19125,309.0009804,14.517,8,24,116.7606673,60.83875,210.4397059,27.56981576,13.69875,49.22401961,160.874,48.975,309.025,0,0,0,33.6001289,0,190.6852941,West Virginia
87,West Virginia,5/2/20,1468.445505,835.8475,2423.677778,228.2599444,126.08625,387.0277778,182.5751661,100.795,312.7982843,14.829,8,25,113.7680211,56.6,213.9426471,26.81942095,13.44875,50.12083333,175.703,57.975,331.05,0,0,0,32.25994439,0,191.0277778,West Virginia
88,West Virginia,5/3/20,1477.801128,848.64,2410.108333,225.3267296,122.03625,389.660049,180.2515022,98.04,312.7319444,15.061,9,25,109.6024938,53.5275,207.3338235,25.8336944,12.6,48.4125817,190.764,65.975,352.025,0,0,0,29.3267296,0,193.660049,West Virginia
89,West Virginia,5/4/20,1477.854638,833.18375,2486.416667,221.0653907,121.465,388.8964052,176.8527802,97.04875,313.0684641,15.158,9,25,105.2689977,47.795,202.2277778,24.84074469,11.39625,47.94861111,205.922,77,371.075,0,0,0,25.06539071,0,192.8964052,West Virginia
90,West Virginia,5/5/20,1468.815474,832.095,2524.708333,215.6701163,114.965,385.8865196,172.5692135,91.18,310.8583333,15.14,9,25,100.7141183,44.99625,197.6164216,23.75946019,10.15,45.29583333,221.062,89,389.15,0,0,0,19.67011627,0,189.8865196,West Virginia
91,West Virginia,5/6/20,1452.230753,816.31875,2512.820833,209.3234666,106.7825,385.5758987,167.4989571,85.2525,309.6878268,15.027,8,26,96.45550672,40,191.5388889,22.698554,9.3475,45.4125817,236.089,101,414.025,0,0,0,13.32346663,0,189.5758987,West Virginia
92,West Virginia,5/7/20,1426.989809,783.06875,2509.772958,202.0065029,97.9425,381.0694444,161.64802,78.37625,306.1708333,14.809,8,26,90.90899149,36.045,188.0041667,21.42259427,8.39875,44.11568627,250.898,114.925,437.025,0,0,0,6.006502933,0,185.0694444,West Virginia
93,West Virginia,5/8/20,1394.931578,750.11625,2488.972059,194.0052167,89.9975,377.2916667,155.2552178,72.0975,301.4671569,14.476,8,25.025,85.87238437,31.24,183.6138889,20.27711923,7.19875,43.58970588,265.374,127.9,466,0,0,0,0,0,181.2916667,West Virginia
94,West Virginia,5/9/20,1356.979081,699.3625,2472.189216,185.5358912,82.54875,367.5027778,148.4404223,65.74625,292.441155,14.119,7,25.025,80.994021,27.84375,174.0388889,19.12481334,6.39875,41.89166667,279.493,137.95,487.125,0,0,0,0,0,171.5027778,West Virginia
95,West Virginia,5/10/20,1313.479096,649.3875,2440.901389,176.7181354,74.27125,354.8402778,141.4295739,59.79625,284.1763889,13.674,7,25.025,76.04070596,24.99625,168.254902,18.02792291,5.85,40.53026316,293.167,149.975,505.175,0,0,0,0,0,158.8402778,West Virginia
