State_From,State_To,Day,Num_Units,DataSource,Fmax,Buffer,SurgeCorrection
Missouri,North Dakota,2020-04-10,1,ihme,0.19999999999999996,0,0.5
Kentucky,North Dakota,2020-04-10,9,ihme,0.19999999999999996,0,0.5
Idaho,Rhode Island,2020-04-10,1,ihme,0.19999999999999996,0,0.5
Idaho,Connecticut,2020-04-10,106,ihme,0.19999999999999996,0,0.5
Hawaii,New Jersey,2020-04-10,83,ihme,0.19999999999999996,0,0.5
Hawaii,Maryland,2020-04-10,22,ihme,0.19999999999999996,0,0.5
California,Maryland,2020-04-10,141,ihme,0.19999999999999996,0,0.5
Alaska,Illinois,2020-04-10,22,ihme,0.19999999999999996,0,0.5
Texas,Maryland,2020-04-11,1,ihme,0.19999999999999996,0,0.5
Idaho,Massachusetts,2020-04-11,1,ihme,0.19999999999999996,0,0.5
California,Maryland,2020-04-11,1,ihme,0.19999999999999996,0,0.5
Delaware,New Mexico,2020-04-13,1,ihme,0.19999999999999996,0,0.5
Kansas,New Mexico,2020-04-14,1,ihme,0.19999999999999996,0,0.5
Michigan,Massachusetts,2020-04-17,56,ihme,0.19999999999999996,0,0.5
Wyoming,New Jersey,2020-04-07,12,ihme,0.19999999999999996,0,0.75
Wisconsin,Alaska,2020-04-07,78,ihme,0.19999999999999996,0,0.75
West Virginia,New Jersey,2020-04-07,14,ihme,0.19999999999999996,0,0.75
West Virginia,Illinois,2020-04-07,13,ihme,0.19999999999999996,0,0.75
West Virginia,Connecticut,2020-04-07,25,ihme,0.19999999999999996,0,0.75
Washington,New Jersey,2020-04-07,84,ihme,0.19999999999999996,0,0.75
Washington,Maryland,2020-04-07,9,ihme,0.19999999999999996,0,0.75
Virginia,California,2020-04-07,142,ihme,0.19999999999999996,0,0.75
Vermont,Maryland,2020-04-07,1,ihme,0.19999999999999996,0,0.75
Vermont,Illinois,2020-04-07,7,ihme,0.19999999999999996,0,0.75
Utah,Massachusetts,2020-04-07,43,ihme,0.19999999999999996,0,0.75
Utah,Connecticut,2020-04-07,15,ihme,0.19999999999999996,0,0.75
Texas,New Jersey,2020-04-07,624,ihme,0.19999999999999996,0,0.75
Tennessee,New Jersey,2020-04-07,163,ihme,0.19999999999999996,0,0.75
South Dakota,New Jersey,2020-04-07,15,ihme,0.19999999999999996,0,0.75
South Dakota,Massachusetts,2020-04-07,1,ihme,0.19999999999999996,0,0.75
South Carolina,Hawaii,2020-04-07,105,ihme,0.19999999999999996,0,0.75
Pennsylvania,New Jersey,2020-04-07,1,ihme,0.19999999999999996,0,0.75
Pennsylvania,Massachusetts,2020-04-07,127,ihme,0.19999999999999996,0,0.75
Pennsylvania,Illinois,2020-04-07,24,ihme,0.19999999999999996,0,0.75
Pennsylvania,Connecticut,2020-04-07,150,ihme,0.19999999999999996,0,0.75
Oregon,New Jersey,2020-04-07,6,ihme,0.19999999999999996,0,0.75
Oregon,Massachusetts,2020-04-07,49,ihme,0.19999999999999996,0,0.75
Oklahoma,New York,2020-04-07,78,ihme,0.19999999999999996,0,0.75
Ohio,Massachusetts,2020-04-07,44,ihme,0.19999999999999996,0,0.75
Ohio,Connecticut,2020-04-07,166,ihme,0.19999999999999996,0,0.75
North Carolina,New Jersey,2020-04-07,196,ihme,0.19999999999999996,0,0.75
New Mexico,Maryland,2020-04-07,37,ihme,0.19999999999999996,0,0.75
New Hampshire,New York,2020-04-07,21,ihme,0.19999999999999996,0,0.75
Nevada,New York,2020-04-07,85,ihme,0.19999999999999996,0,0.75
Nebraska,New Jersey,2020-04-07,49,ihme,0.19999999999999996,0,0.75
Montana,New Jersey,2020-04-07,8,ihme,0.19999999999999996,0,0.75
Montana,Illinois,2020-04-07,6,ihme,0.19999999999999996,0,0.75
Montana,Connecticut,2020-04-07,2,ihme,0.19999999999999996,0,0.75
Missouri,New York,2020-04-07,147,ihme,0.19999999999999996,0,0.75
Mississippi,New York,2020-04-07,17,ihme,0.19999999999999996,0,0.75
Mississippi,Massachusetts,2020-04-07,26,ihme,0.19999999999999996,0,0.75
Mississippi,Connecticut,2020-04-07,34,ihme,0.19999999999999996,0,0.75
Minnesota,New Jersey,2020-04-07,7,ihme,0.19999999999999996,0,0.75
Minnesota,Nevada,2020-04-07,4,ihme,0.19999999999999996,0,0.75
Minnesota,Massachusetts,2020-04-07,7,ihme,0.19999999999999996,0,0.75
Minnesota,Illinois,2020-04-07,52,ihme,0.19999999999999996,0,0.75
Minnesota,Connecticut,2020-04-07,9,ihme,0.19999999999999996,0,0.75
Maine,New York,2020-04-07,21,ihme,0.19999999999999996,0,0.75
Louisiana,New Jersey,2020-04-07,113,ihme,0.19999999999999996,0,0.75
Kentucky,North Dakota,2020-04-07,9,ihme,0.19999999999999996,0,0.75
Kentucky,New York,2020-04-07,71,ihme,0.19999999999999996,0,0.75
Kansas,Connecticut,2020-04-07,52,ihme,0.19999999999999996,0,0.75
Iowa,New Jersey,2020-04-07,55,ihme,0.19999999999999996,0,0.75
Iowa,Illinois,2020-04-07,1,ihme,0.19999999999999996,0,0.75
Indiana,Oregon,2020-04-07,59,ihme,0.19999999999999996,0,0.75
Idaho,Massachusetts,2020-04-07,20,ihme,0.19999999999999996,0,0.75
Hawaii,New Jersey,2020-04-07,25,ihme,0.19999999999999996,0,0.75
Georgia,New York,2020-04-07,229,ihme,0.19999999999999996,0,0.75
Florida,New Jersey,2020-04-07,492,ihme,0.19999999999999996,0,0.75
Delaware,Massachusetts,2020-04-07,18,ihme,0.19999999999999996,0,0.75
Delaware,Illinois,2020-04-07,2,ihme,0.19999999999999996,0,0.75
Colorado,Massachusetts,2020-04-07,104,ihme,0.19999999999999996,0,0.75
California,New Jersey,2020-04-07,698,ihme,0.19999999999999996,0,0.75
Arkansas,Washington,2020-04-07,14,ihme,0.19999999999999996,0,0.75
Arkansas,Idaho,2020-04-07,50,ihme,0.19999999999999996,0,0.75
Arizona,New Jersey,2020-04-07,149,ihme,0.19999999999999996,0,0.75
Alabama,New York,2020-04-07,94,ihme,0.19999999999999996,0,0.75
Wisconsin,Alaska,2020-04-08,1,ihme,0.19999999999999996,0,0.75
West Virginia,Illinois,2020-04-08,1,ihme,0.19999999999999996,0,0.75
Washington,Illinois,2020-04-08,1,ihme,0.19999999999999996,0,0.75
Pennsylvania,Illinois,2020-04-08,1,ihme,0.19999999999999996,0,0.75
Ohio,Illinois,2020-04-08,66,ihme,0.19999999999999996,0,0.75
Montana,Illinois,2020-04-08,1,ihme,0.19999999999999996,0,0.75
Kentucky,North Dakota,2020-04-08,16,ihme,0.19999999999999996,0,0.75
Delaware,Illinois,2020-04-08,1,ihme,0.19999999999999996,0,0.75
Wisconsin,Alaska,2020-04-09,9,ihme,0.19999999999999996,0,0.75
Vermont,North Dakota,2020-04-09,1,ihme,0.19999999999999996,0,0.75
Minnesota,Nevada,2020-04-09,1,ihme,0.19999999999999996,0,0.75
Washington,Illinois,2020-04-10,15,ihme,0.19999999999999996,0,0.75
Texas,New Jersey,2020-04-10,1,ihme,0.19999999999999996,0,0.75
Pennsylvania,Illinois,2020-04-10,1,ihme,0.19999999999999996,0,0.75
Oregon,Illinois,2020-04-10,59,ihme,0.19999999999999996,0,0.75
Nevada,North Dakota,2020-04-10,5,ihme,0.19999999999999996,0,0.75
Kentucky,North Dakota,2020-04-10,1,ihme,0.19999999999999996,0,0.75
Idaho,Rhode Island,2020-04-10,8,ihme,0.19999999999999996,0,0.75
Idaho,Massachusetts,2020-04-10,42,ihme,0.19999999999999996,0,0.75
Hawaii,New Jersey,2020-04-10,19,ihme,0.19999999999999996,0,0.75
Hawaii,Maryland,2020-04-10,86,ihme,0.19999999999999996,0,0.75
Delaware,Illinois,2020-04-10,1,ihme,0.19999999999999996,0,0.75
California,Maryland,2020-04-10,143,ihme,0.19999999999999996,0,0.75
Arkansas,North Dakota,2020-04-10,1,ihme,0.19999999999999996,0,0.75
Alaska,Illinois,2020-04-10,22,ihme,0.19999999999999996,0,0.75
Minnesota,Nevada,2020-04-11,6,ihme,0.19999999999999996,0,0.75
Wisconsin,Alaska,2020-04-13,1,ihme,0.19999999999999996,0,0.75
Kentucky,North Dakota,2020-04-13,1,ihme,0.19999999999999996,0,0.75
Wyoming,New Jersey,2020-04-07,12,ihme,0.19999999999999996,0,0.9
Wisconsin,Alaska,2020-04-07,81,ihme,0.19999999999999996,0,0.9
West Virginia,New Jersey,2020-04-07,5,ihme,0.19999999999999996,0,0.9
West Virginia,Maryland,2020-04-07,9,ihme,0.19999999999999996,0,0.9
West Virginia,Illinois,2020-04-07,7,ihme,0.19999999999999996,0,0.9
Washington,New Jersey,2020-04-07,93,ihme,0.19999999999999996,0,0.9
Washington,Maryland,2020-04-07,1,ihme,0.19999999999999996,0,0.9
Virginia,California,2020-04-07,142,ihme,0.19999999999999996,0,0.9
Vermont,Michigan,2020-04-07,1,ihme,0.19999999999999996,0,0.9
Utah,Connecticut,2020-04-07,58,ihme,0.19999999999999996,0,0.9
Texas,New Jersey,2020-04-07,624,ihme,0.19999999999999996,0,0.9
Tennessee,New Jersey,2020-04-07,163,ihme,0.19999999999999996,0,0.9
South Dakota,New Jersey,2020-04-07,16,ihme,0.19999999999999996,0,0.9
South Carolina,Hawaii,2020-04-07,105,ihme,0.19999999999999996,0,0.9
Pennsylvania,New York,2020-04-07,86,ihme,0.19999999999999996,0,0.9
Pennsylvania,Massachusetts,2020-04-07,43,ihme,0.19999999999999996,0,0.9
Pennsylvania,Illinois,2020-04-07,112,ihme,0.19999999999999996,0,0.9
Pennsylvania,Connecticut,2020-04-07,61,ihme,0.19999999999999996,0,0.9
Oregon,Connecticut,2020-04-07,55,ihme,0.19999999999999996,0,0.9
Oklahoma,New York,2020-04-07,78,ihme,0.19999999999999996,0,0.9
Ohio,Massachusetts,2020-04-07,44,ihme,0.19999999999999996,0,0.9
Ohio,Connecticut,2020-04-07,232,ihme,0.19999999999999996,0,0.9
North Carolina,New Jersey,2020-04-07,196,ihme,0.19999999999999996,0,0.9
New Mexico,Maryland,2020-04-07,37,ihme,0.19999999999999996,0,0.9
New Hampshire,Michigan,2020-04-07,21,ihme,0.19999999999999996,0,0.9
Nevada,New York,2020-04-07,85,ihme,0.19999999999999996,0,0.9
Nebraska,New Jersey,2020-04-07,49,ihme,0.19999999999999996,0,0.9
Montana,New York,2020-04-07,1,ihme,0.19999999999999996,0,0.9
Montana,Michigan,2020-04-07,1,ihme,0.19999999999999996,0,0.9
Missouri,New York,2020-04-07,147,ihme,0.19999999999999996,0,0.9
Mississippi,New York,2020-04-07,77,ihme,0.19999999999999996,0,0.9
Minnesota,New York,2020-04-07,80,ihme,0.19999999999999996,0,0.9
Maine,New York,2020-04-07,21,ihme,0.19999999999999996,0,0.9
Louisiana,New Jersey,2020-04-07,113,ihme,0.19999999999999996,0,0.9
Kentucky,North Dakota,2020-04-07,16,ihme,0.19999999999999996,0,0.9
Kentucky,New York,2020-04-07,71,ihme,0.19999999999999996,0,0.9
Kansas,New York,2020-04-07,8,ihme,0.19999999999999996,0,0.9
Kansas,Connecticut,2020-04-07,44,ihme,0.19999999999999996,0,0.9
Iowa,New Jersey,2020-04-07,56,ihme,0.19999999999999996,0,0.9
Indiana,Oregon,2020-04-07,59,ihme,0.19999999999999996,0,0.9
Idaho,Massachusetts,2020-04-07,19,ihme,0.19999999999999996,0,0.9
Idaho,Connecticut,2020-04-07,1,ihme,0.19999999999999996,0,0.9
Hawaii,New Jersey,2020-04-07,25,ihme,0.19999999999999996,0,0.9
Georgia,New York,2020-04-07,227,ihme,0.19999999999999996,0,0.9
Florida,New Jersey,2020-04-07,492,ihme,0.19999999999999996,0,0.9
Delaware,New Jersey,2020-04-07,21,ihme,0.19999999999999996,0,0.9
Colorado,Massachusetts,2020-04-07,104,ihme,0.19999999999999996,0,0.9
California,New Jersey,2020-04-07,698,ihme,0.19999999999999996,0,0.9
Arkansas,Washington,2020-04-07,15,ihme,0.19999999999999996,0,0.9
Arkansas,Idaho,2020-04-07,50,ihme,0.19999999999999996,0,0.9
Arizona,New Jersey,2020-04-07,149,ihme,0.19999999999999996,0,0.9
Alabama,New York,2020-04-07,92,ihme,0.19999999999999996,0,0.9
Alabama,Connecticut,2020-04-07,2,ihme,0.19999999999999996,0,0.9
Wisconsin,Alaska,2020-04-08,7,ihme,0.19999999999999996,0,0.9
West Virginia,Illinois,2020-04-08,32,ihme,0.19999999999999996,0,0.9
Vermont,Illinois,2020-04-08,7,ihme,0.19999999999999996,0,0.9
Pennsylvania,Illinois,2020-04-08,1,ihme,0.19999999999999996,0,0.9
Montana,Illinois,2020-04-08,14,ihme,0.19999999999999996,0,0.9
Kentucky,North Dakota,2020-04-08,1,ihme,0.19999999999999996,0,0.9
Georgia,Illinois,2020-04-08,2,ihme,0.19999999999999996,0,0.9
Vermont,Illinois,2020-04-09,1,ihme,0.19999999999999996,0,0.9
Montana,Illinois,2020-04-09,1,ihme,0.19999999999999996,0,0.9
Minnesota,Nevada,2020-04-09,2,ihme,0.19999999999999996,0,0.9
Kentucky,North Dakota,2020-04-09,9,ihme,0.19999999999999996,0,0.9
Washington,Illinois,2020-04-10,16,ihme,0.19999999999999996,0,0.9
Texas,Maryland,2020-04-10,1,ihme,0.19999999999999996,0,0.9
Oregon,Illinois,2020-04-10,59,ihme,0.19999999999999996,0,0.9
Minnesota,Nevada,2020-04-10,4,ihme,0.19999999999999996,0,0.9
Kentucky,North Dakota,2020-04-10,1,ihme,0.19999999999999996,0,0.9
Idaho,New Jersey,2020-04-10,1,ihme,0.19999999999999996,0,0.9
Idaho,Connecticut,2020-04-10,50,ihme,0.19999999999999996,0,0.9
Hawaii,New Jersey,2020-04-10,20,ihme,0.19999999999999996,0,0.9
Hawaii,Maryland,2020-04-10,85,ihme,0.19999999999999996,0,0.9
Delaware,Illinois,2020-04-10,1,ihme,0.19999999999999996,0,0.9
California,Maryland,2020-04-10,143,ihme,0.19999999999999996,0,0.9
Alaska,Illinois,2020-04-10,22,ihme,0.19999999999999996,0,0.9
Wisconsin,Alaska,2020-04-13,1,ihme,0.19999999999999996,0,0.9
South Carolina,Nevada,2020-04-13,1,ihme,0.19999999999999996,0,0.9
Pennsylvania,Illinois,2020-04-13,1,ihme,0.19999999999999996,0,0.9
Colorado,Rhode Island,2020-04-13,1,ihme,0.19999999999999996,0,0.9
Arkansas,Alaska,2020-04-13,1,ihme,0.19999999999999996,0,0.9
Wyoming,New Jersey,2020-04-07,12,ihme,0.19999999999999996,0,1
Wisconsin,North Dakota,2020-04-07,1,ihme,0.19999999999999996,0,1
Wisconsin,Alaska,2020-04-07,78,ihme,0.19999999999999996,0,1
West Virginia,New Jersey,2020-04-07,10,ihme,0.19999999999999996,0,1
West Virginia,Maryland,2020-04-07,3,ihme,0.19999999999999996,0,1
West Virginia,Connecticut,2020-04-07,39,ihme,0.19999999999999996,0,1
Washington,New Jersey,2020-04-07,87,ihme,0.19999999999999996,0,1
Washington,Maryland,2020-04-07,7,ihme,0.19999999999999996,0,1
Virginia,California,2020-04-07,142,ihme,0.19999999999999996,0,1
Utah,Connecticut,2020-04-07,58,ihme,0.19999999999999996,0,1
Texas,New Jersey,2020-04-07,624,ihme,0.19999999999999996,0,1
Tennessee,New Jersey,2020-04-07,163,ihme,0.19999999999999996,0,1
South Dakota,New Jersey,2020-04-07,16,ihme,0.19999999999999996,0,1
South Carolina,Hawaii,2020-04-07,105,ihme,0.19999999999999996,0,1
Pennsylvania,New York,2020-04-07,255,ihme,0.19999999999999996,0,1
Pennsylvania,Illinois,2020-04-07,47,ihme,0.19999999999999996,0,1
Oregon,New Jersey,2020-04-07,1,ihme,0.19999999999999996,0,1
Oregon,Connecticut,2020-04-07,54,ihme,0.19999999999999996,0,1
Oklahoma,New York,2020-04-07,78,ihme,0.19999999999999996,0,1
Ohio,Illinois,2020-04-07,58,ihme,0.19999999999999996,0,1
Ohio,Connecticut,2020-04-07,161,ihme,0.19999999999999996,0,1
North Carolina,New Jersey,2020-04-07,196,ihme,0.19999999999999996,0,1
New Mexico,Maryland,2020-04-07,37,ihme,0.19999999999999996,0,1
New Hampshire,New York,2020-04-07,21,ihme,0.19999999999999996,0,1
Nevada,New York,2020-04-07,85,ihme,0.19999999999999996,0,1
Nebraska,New Jersey,2020-04-07,49,ihme,0.19999999999999996,0,1
Montana,Connecticut,2020-04-07,15,ihme,0.19999999999999996,0,1
Missouri,North Dakota,2020-04-07,1,ihme,0.19999999999999996,0,1
Missouri,New York,2020-04-07,146,ihme,0.19999999999999996,0,1
Mississippi,New York,2020-04-07,77,ihme,0.19999999999999996,0,1
Minnesota,New York,2020-04-07,62,ihme,0.19999999999999996,0,1
Minnesota,Nevada,2020-04-07,4,ihme,0.19999999999999996,0,1
Minnesota,Michigan,2020-04-07,18,ihme,0.19999999999999996,0,1
Maine,New York,2020-04-07,19,ihme,0.19999999999999996,0,1
Maine,Connecticut,2020-04-07,2,ihme,0.19999999999999996,0,1
Louisiana,New Jersey,2020-04-07,113,ihme,0.19999999999999996,0,1
Kentucky,North Dakota,2020-04-07,9,ihme,0.19999999999999996,0,1
Kentucky,New York,2020-04-07,72,ihme,0.19999999999999996,0,1
Kentucky,Michigan,2020-04-07,1,ihme,0.19999999999999996,0,1
Kansas,Connecticut,2020-04-07,52,ihme,0.19999999999999996,0,1
Iowa,New Jersey,2020-04-07,56,ihme,0.19999999999999996,0,1
Indiana,Oregon,2020-04-07,59,ihme,0.19999999999999996,0,1
Idaho,Massachusetts,2020-04-07,20,ihme,0.19999999999999996,0,1
Hawaii,New Jersey,2020-04-07,25,ihme,0.19999999999999996,0,1
Georgia,New York,2020-04-07,229,ihme,0.19999999999999996,0,1
Florida,New Jersey,2020-04-07,492,ihme,0.19999999999999996,0,1
Delaware,New Jersey,2020-04-07,21,ihme,0.19999999999999996,0,1
Colorado,Massachusetts,2020-04-07,104,ihme,0.19999999999999996,0,1
California,New Jersey,2020-04-07,698,ihme,0.19999999999999996,0,1
Arkansas,Washington,2020-04-07,15,ihme,0.19999999999999996,0,1
Arkansas,New York,2020-04-07,41,ihme,0.19999999999999996,0,1
Arkansas,Idaho,2020-04-07,8,ihme,0.19999999999999996,0,1
Arizona,New Jersey,2020-04-07,149,ihme,0.19999999999999996,0,1
Alabama,New York,2020-04-07,70,ihme,0.19999999999999996,0,1
Alabama,Michigan,2020-04-07,24,ihme,0.19999999999999996,0,1
Wisconsin,Alaska,2020-04-08,3,ihme,0.19999999999999996,0,1
West Virginia,New Mexico,2020-04-08,1,ihme,0.19999999999999996,0,1
Vermont,Illinois,2020-04-08,9,ihme,0.19999999999999996,0,1
Pennsylvania,Illinois,2020-04-08,1,ihme,0.19999999999999996,0,1
Ohio,Illinois,2020-04-08,57,ihme,0.19999999999999996,0,1
Montana,Illinois,2020-04-08,2,ihme,0.19999999999999996,0,1
Minnesota,Nevada,2020-04-08,2,ihme,0.19999999999999996,0,1
Kentucky,North Dakota,2020-04-08,15,ihme,0.19999999999999996,0,1
Arkansas,Illinois,2020-04-08,1,ihme,0.19999999999999996,0,1
Wisconsin,Alaska,2020-04-09,6,ihme,0.19999999999999996,0,1
Washington,Illinois,2020-04-10,16,ihme,0.19999999999999996,0,1
Texas,Maryland,2020-04-10,1,ihme,0.19999999999999996,0,1
Pennsylvania,Illinois,2020-04-10,1,ihme,0.19999999999999996,0,1
Oregon,Illinois,2020-04-10,59,ihme,0.19999999999999996,0,1
Kentucky,North Dakota,2020-04-10,1,ihme,0.19999999999999996,0,1
Idaho,Rhode Island,2020-04-10,8,ihme,0.19999999999999996,0,1
Hawaii,New Jersey,2020-04-10,19,ihme,0.19999999999999996,0,1
Hawaii,Maryland,2020-04-10,86,ihme,0.19999999999999996,0,1
California,Maryland,2020-04-10,143,ihme,0.19999999999999996,0,1
Alaska,Illinois,2020-04-10,22,ihme,0.19999999999999996,0,1
Wisconsin,Alaska,2020-04-13,1,ihme,0.19999999999999996,0,1
Maine,New York,2020-04-13,1,ihme,0.19999999999999996,0,1
Wyoming,New Jersey,2020-04-07,12,ihme,0.19999999999999996,0.05,0.5
Wisconsin,Alaska,2020-04-07,87,ihme,0.19999999999999996,0.05,0.5
West Virginia,Utah,2020-04-07,45,ihme,0.19999999999999996,0.05,0.5
West Virginia,New Mexico,2020-04-07,3,ihme,0.19999999999999996,0.05,0.5
Washington,New Jersey,2020-04-07,35,ihme,0.19999999999999996,0.05,0.5
Washington,Maryland,2020-04-07,59,ihme,0.19999999999999996,0.05,0.5
Virginia,California,2020-04-07,142,ihme,0.19999999999999996,0.05,0.5
Vermont,Illinois,2020-04-07,2,ihme,0.19999999999999996,0.05,0.5
Utah,Massachusetts,2020-04-07,1,ihme,0.19999999999999996,0.05,0.5
Utah,Connecticut,2020-04-07,57,ihme,0.19999999999999996,0.05,0.5
Texas,New Jersey,2020-04-07,624,ihme,0.19999999999999996,0.05,0.5
Tennessee,New Jersey,2020-04-07,163,ihme,0.19999999999999996,0.05,0.5
South Dakota,New Jersey,2020-04-07,1,ihme,0.19999999999999996,0.05,0.5
South Dakota,Massachusetts,2020-04-07,8,ihme,0.19999999999999996,0.05,0.5
South Dakota,Connecticut,2020-04-07,7,ihme,0.19999999999999996,0.05,0.5
South Carolina,Hawaii,2020-04-07,105,ihme,0.19999999999999996,0.05,0.5
Pennsylvania,New Jersey,2020-04-07,4,ihme,0.19999999999999996,0.05,0.5
Pennsylvania,Illinois,2020-04-07,166,ihme,0.19999999999999996,0.05,0.5
Pennsylvania,Connecticut,2020-04-07,74,ihme,0.19999999999999996,0.05,0.5
Oregon,Connecticut,2020-04-07,55,ihme,0.19999999999999996,0.05,0.5
Oklahoma,New Jersey,2020-04-07,5,ihme,0.19999999999999996,0.05,0.5
Oklahoma,Massachusetts,2020-04-07,72,ihme,0.19999999999999996,0.05,0.5
Ohio,New Jersey,2020-04-07,148,ihme,0.19999999999999996,0.05,0.5
Ohio,Connecticut,2020-04-07,128,ihme,0.19999999999999996,0.05,0.5
North Carolina,New Jersey,2020-04-07,196,ihme,0.19999999999999996,0.05,0.5
New Mexico,New Jersey,2020-04-07,21,ihme,0.19999999999999996,0.05,0.5
New Mexico,Maryland,2020-04-07,15,ihme,0.19999999999999996,0.05,0.5
New Mexico,Connecticut,2020-04-07,1,ihme,0.19999999999999996,0.05,0.5
