State,Date,Supply_Excess,Supply,Demand,DataSource,Fmax,Buffer,SurgeCorrection
Nebraska,2020-04-08,208,247,39,ihme,1000,1000,1000
Montana,2020-04-08,79.5,85.5,6,ihme,1000,1000,1000
Missouri,2020-04-08,683.5,736.5,53,ihme,1000,1000,1000
Mississippi,2020-04-08,333.5,385.5,52,ihme,1000,1000,1000
Minnesota,2020-04-08,347,431,84,ihme,1000,1000,1000
Michigan,2020-04-08,-471,933,1404,ihme,1000,1000,1000
Massachusetts,2020-04-08,-449,741,1190,ihme,1000,1000,1000
Maryland,2020-04-08,97,499,402,ihme,1000,1000,1000
Maine,2020-04-08,77.5,108.5,31,ihme,1000,1000,1000
Louisiana,2020-04-08,345.5,568.5,223,ihme,1000,1000,1000
Kentucky,2020-04-08,339.5,488.5,149,ihme,1000,1000,1000
Kansas,2020-04-08,218.5,262.5,44,ihme,1000,1000,1000
Iowa,2020-04-08,238.5,280.5,42,ihme,1000,1000,1000
Indiana,2020-04-08,361,764,403,ihme,1000,1000,1000
Illinois,2020-04-08,102,1141,1039,ihme,1000,1000,1000
Idaho,2020-04-08,82.5,103.5,21,ihme,1000,1000,1000
Hawaii,2020-04-08,67.5,125.5,58,ihme,1000,1000,1000
Georgia,2020-04-08,595,1147,552,ihme,1000,1000,1000
Florida,2020-04-08,1734,2460,726,ihme,1000,1000,1000
Delaware,2020-04-08,88.5,108.5,20,ihme,1000,1000,1000
Connecticut,2020-04-08,-277,343,620,ihme,1000,1000,1000
Colorado,2020-04-08,404.5,522.5,118,ihme,1000,1000,1000
California,2020-04-08,2962,3494,532,ihme,1000,1000,1000
Arkansas,2020-04-08,290.5,327.5,37,ihme,1000,1000,1000
Arizona,2020-04-08,661.5,745.5,84,ihme,1000,1000,1000
Alaska,2020-04-08,-50.5,53.5,104,ihme,1000,1000,1000
Alabama,2020-04-08,291,472,181,ihme,1000,1000,1000
Wyoming,2020-04-09,57,60,3,ihme,1000,1000,1000
Wisconsin,2020-04-09,275.5,442.5,167,ihme,1000,1000,1000
West Virginia,2020-04-09,239,266,27,ihme,1000,1000,1000
Washington,2020-04-09,315.5,473.5,158,ihme,1000,1000,1000
Virginia,2020-04-09,483.5,711.5,228,ihme,1000,1000,1000
Vermont,2020-04-09,36,45,9,ihme,1000,1000,1000
Utah,2020-04-09,266.5,291.5,25,ihme,1000,1000,1000
Texas,2020-04-09,2783.5,3124.5,341,ihme,1000,1000,1000
Tennessee,2020-04-09,654,816,162,ihme,1000,1000,1000
South Dakota,2020-04-09,76,81,5,ihme,1000,1000,1000
South Carolina,2020-04-09,459,528,69,ihme,1000,1000,1000
Rhode Island,2020-04-09,25.5,98.5,73,ihme,1000,1000,1000
Pennsylvania,2020-04-09,1269.5,1518.5,249,ihme,1000,1000,1000
Oregon,2020-04-09,249,277,28,ihme,1000,1000,1000
Oklahoma,2020-04-09,261.5,390.5,129,ihme,1000,1000,1000
Ohio,2020-04-09,1154.5,1382.5,228,ihme,1000,1000,1000
North Dakota,2020-04-09,-1,102,103,ihme,1000,1000,1000
North Carolina,2020-04-09,807,980,173,ihme,1000,1000,1000
New York,2020-04-09,-3440,2262,5702,ihme,1000,1000,1000
New Mexico,2020-04-09,93.5,186.5,93,ihme,1000,1000,1000
New Jersey,2020-04-09,-2444,751,3195,ihme,1000,1000,1000
New Hampshire,2020-04-09,99,107,8,ihme,1000,1000,1000
Nevada,2020-04-09,198.5,429.5,231,ihme,1000,1000,1000
Nebraska,2020-04-09,202,247,45,ihme,1000,1000,1000
Montana,2020-04-09,79.5,85.5,6,ihme,1000,1000,1000
Missouri,2020-04-09,680.5,736.5,56,ihme,1000,1000,1000
Mississippi,2020-04-09,330.5,385.5,55,ihme,1000,1000,1000
Minnesota,2020-04-09,339,431,92,ihme,1000,1000,1000
Michigan,2020-04-09,-487,933,1420,ihme,1000,1000,1000
Massachusetts,2020-04-09,-628,741,1369,ihme,1000,1000,1000
Maryland,2020-04-09,26,499,473,ihme,1000,1000,1000
Maine,2020-04-09,74.5,108.5,34,ihme,1000,1000,1000
Louisiana,2020-04-09,360.5,568.5,208,ihme,1000,1000,1000
Kentucky,2020-04-09,314.5,488.5,174,ihme,1000,1000,1000
Kansas,2020-04-09,214.5,262.5,48,ihme,1000,1000,1000
Iowa,2020-04-09,234.5,280.5,46,ihme,1000,1000,1000
Indiana,2020-04-09,310,764,454,ihme,1000,1000,1000
Illinois,2020-04-09,-2,1141,1143,ihme,1000,1000,1000
Idaho,2020-04-09,81.5,103.5,22,ihme,1000,1000,1000
Hawaii,2020-04-09,56.5,125.5,69,ihme,1000,1000,1000
Georgia,2020-04-09,537,1147,610,ihme,1000,1000,1000
Florida,2020-04-09,1608,2460,852,ihme,1000,1000,1000
Delaware,2020-04-09,88.5,108.5,20,ihme,1000,1000,1000
Connecticut,2020-04-09,-368,343,711,ihme,1000,1000,1000
Colorado,2020-04-09,409.5,522.5,113,ihme,1000,1000,1000
California,2020-04-09,2931,3494,563,ihme,1000,1000,1000
Arkansas,2020-04-09,287.5,327.5,40,ihme,1000,1000,1000
Arizona,2020-04-09,655.5,745.5,90,ihme,1000,1000,1000
Alaska,2020-04-09,-52.5,53.5,106,ihme,1000,1000,1000
Alabama,2020-04-09,273,472,199,ihme,1000,1000,1000
Wyoming,2020-04-10,56,60,4,ihme,1000,1000,1000
Wisconsin,2020-04-10,256.5,442.5,186,ihme,1000,1000,1000
West Virginia,2020-04-10,228,266,38,ihme,1000,1000,1000
Washington,2020-04-10,317.5,473.5,156,ihme,1000,1000,1000
Virginia,2020-04-10,456.5,711.5,255,ihme,1000,1000,1000
Vermont,2020-04-10,36,45,9,ihme,1000,1000,1000
Utah,2020-04-10,264.5,291.5,27,ihme,1000,1000,1000
Texas,2020-04-10,2752.5,3124.5,372,ihme,1000,1000,1000
Tennessee,2020-04-10,644,816,172,ihme,1000,1000,1000
South Dakota,2020-04-10,74,81,7,ihme,1000,1000,1000
South Carolina,2020-04-10,455,528,73,ihme,1000,1000,1000
Rhode Island,2020-04-10,18.5,98.5,80,ihme,1000,1000,1000
Pennsylvania,2020-04-10,1257.5,1518.5,261,ihme,1000,1000,1000
Oregon,2020-04-10,248,277,29,ihme,1000,1000,1000
Oklahoma,2020-04-10,248.5,390.5,142,ihme,1000,1000,1000
Ohio,2020-04-10,1153.5,1382.5,229,ihme,1000,1000,1000
North Dakota,2020-04-10,-9,102,111,ihme,1000,1000,1000
North Carolina,2020-04-10,790,980,190,ihme,1000,1000,1000
New York,2020-04-10,-3379,2262,5641,ihme,1000,1000,1000
New Mexico,2020-04-10,80.5,186.5,106,ihme,1000,1000,1000
New Jersey,2020-04-10,-2712,751,3463,ihme,1000,1000,1000
New Hampshire,2020-04-10,98,107,9,ihme,1000,1000,1000
Nevada,2020-04-10,172.5,429.5,257,ihme,1000,1000,1000
Nebraska,2020-04-10,195,247,52,ihme,1000,1000,1000
Montana,2020-04-10,79.5,85.5,6,ihme,1000,1000,1000
Missouri,2020-04-10,674.5,736.5,62,ihme,1000,1000,1000
Mississippi,2020-04-10,327.5,385.5,58,ihme,1000,1000,1000
Minnesota,2020-04-10,330,431,101,ihme,1000,1000,1000
Michigan,2020-04-10,-466,933,1399,ihme,1000,1000,1000
Massachusetts,2020-04-10,-781,741,1522,ihme,1000,1000,1000
Maryland,2020-04-10,-47,499,546,ihme,1000,1000,1000
Maine,2020-04-10,72.5,108.5,36,ihme,1000,1000,1000
Louisiana,2020-04-10,381.5,568.5,187,ihme,1000,1000,1000
Kentucky,2020-04-10,294.5,488.5,194,ihme,1000,1000,1000
Kansas,2020-04-10,209.5,262.5,53,ihme,1000,1000,1000
Iowa,2020-04-10,230.5,280.5,50,ihme,1000,1000,1000
Indiana,2020-04-10,266,764,498,ihme,1000,1000,1000
Illinois,2020-04-10,-105,1141,1246,ihme,1000,1000,1000
Idaho,2020-04-10,80.5,103.5,23,ihme,1000,1000,1000
Hawaii,2020-04-10,42.5,125.5,83,ihme,1000,1000,1000
Georgia,2020-04-10,477,1147,670,ihme,1000,1000,1000
Florida,2020-04-10,1492,2460,968,ihme,1000,1000,1000
Delaware,2020-04-10,88.5,108.5,20,ihme,1000,1000,1000
Connecticut,2020-04-10,-453,343,796,ihme,1000,1000,1000
Colorado,2020-04-10,409.5,522.5,113,ihme,1000,1000,1000
California,2020-04-10,2899,3494,595,ihme,1000,1000,1000
Arkansas,2020-04-10,284.5,327.5,43,ihme,1000,1000,1000
Arizona,2020-04-10,649.5,745.5,96,ihme,1000,1000,1000
Alaska,2020-04-10,-55.5,53.5,109,ihme,1000,1000,1000
Alabama,2020-04-10,253,472,219,ihme,1000,1000,1000
Wyoming,2020-04-11,55,60,5,ihme,1000,1000,1000
Wisconsin,2020-04-11,244.5,442.5,198,ihme,1000,1000,1000
West Virginia,2020-04-11,217,266,49,ihme,1000,1000,1000
Washington,2020-04-11,316.5,473.5,157,ihme,1000,1000,1000
Virginia,2020-04-11,432.5,711.5,279,ihme,1000,1000,1000
Vermont,2020-04-11,36,45,9,ihme,1000,1000,1000
Utah,2020-04-11,261.5,291.5,30,ihme,1000,1000,1000
Texas,2020-04-11,2721.5,3124.5,403,ihme,1000,1000,1000
Tennessee,2020-04-11,635,816,181,ihme,1000,1000,1000
South Dakota,2020-04-11,72,81,9,ihme,1000,1000,1000
South Carolina,2020-04-11,451,528,77,ihme,1000,1000,1000
Rhode Island,2020-04-11,9.5,98.5,89,ihme,1000,1000,1000
Pennsylvania,2020-04-11,1251.5,1518.5,267,ihme,1000,1000,1000
Oregon,2020-04-11,247,277,30,ihme,1000,1000,1000
Oklahoma,2020-04-11,238.5,390.5,152,ihme,1000,1000,1000
Ohio,2020-04-11,1158.5,1382.5,224,ihme,1000,1000,1000
North Dakota,2020-04-11,-17,102,119,ihme,1000,1000,1000
North Carolina,2020-04-11,778,980,202,ihme,1000,1000,1000
New York,2020-04-11,-3250,2262,5512,ihme,1000,1000,1000
New Mexico,2020-04-11,67.5,186.5,119,ihme,1000,1000,1000
New Jersey,2020-04-11,-2966,751,3717,ihme,1000,1000,1000
New Hampshire,2020-04-11,97,107,10,ihme,1000,1000,1000
Nevada,2020-04-11,146.5,429.5,283,ihme,1000,1000,1000
Nebraska,2020-04-11,188,247,59,ihme,1000,1000,1000
Montana,2020-04-11,79.5,85.5,6,ihme,1000,1000,1000
Missouri,2020-04-11,670.5,736.5,66,ihme,1000,1000,1000
Mississippi,2020-04-11,326.5,385.5,59,ihme,1000,1000,1000
Minnesota,2020-04-11,320,431,111,ihme,1000,1000,1000
Michigan,2020-04-11,-429,933,1362,ihme,1000,1000,1000
Massachusetts,2020-04-11,-950,741,1691,ihme,1000,1000,1000
Maryland,2020-04-11,-122,499,621,ihme,1000,1000,1000
Maine,2020-04-11,69.5,108.5,39,ihme,1000,1000,1000
Louisiana,2020-04-11,405.5,568.5,163,ihme,1000,1000,1000
Kentucky,2020-04-11,270.5,488.5,218,ihme,1000,1000,1000
Kansas,2020-04-11,205.5,262.5,57,ihme,1000,1000,1000
Iowa,2020-04-11,225.5,280.5,55,ihme,1000,1000,1000
Indiana,2020-04-11,215,764,549,ihme,1000,1000,1000
Illinois,2020-04-11,-175,1141,1316,ihme,1000,1000,1000
Idaho,2020-04-11,79.5,103.5,24,ihme,1000,1000,1000
Hawaii,2020-04-11,33.5,125.5,92,ihme,1000,1000,1000
Georgia,2020-04-11,423,1147,724,ihme,1000,1000,1000
Florida,2020-04-11,1390,2460,1070,ihme,1000,1000,1000
Delaware,2020-04-11,89.5,108.5,19,ihme,1000,1000,1000
Connecticut,2020-04-11,-537,343,880,ihme,1000,1000,1000
Colorado,2020-04-11,416.5,522.5,106,ihme,1000,1000,1000
California,2020-04-11,2878,3494,616,ihme,1000,1000,1000
Arkansas,2020-04-11,280.5,327.5,47,ihme,1000,1000,1000
Arizona,2020-04-11,642.5,745.5,103,ihme,1000,1000,1000
Alaska,2020-04-11,-56.5,53.5,110,ihme,1000,1000,1000
Alabama,2020-04-11,237,472,235,ihme,1000,1000,1000
Wyoming,2020-04-12,53,60,7,ihme,1000,1000,1000
Wisconsin,2020-04-12,229.5,442.5,213,ihme,1000,1000,1000
West Virginia,2020-04-12,202,266,64,ihme,1000,1000,1000
Washington,2020-04-12,321.5,473.5,152,ihme,1000,1000,1000
Virginia,2020-04-12,404.5,711.5,307,ihme,1000,1000,1000
Vermont,2020-04-12,37,45,8,ihme,1000,1000,1000
Utah,2020-04-12,259.5,291.5,32,ihme,1000,1000,1000
Texas,2020-04-12,2691.5,3124.5,433,ihme,1000,1000,1000
Tennessee,2020-04-12,626,816,190,ihme,1000,1000,1000
South Dakota,2020-04-12,69,81,12,ihme,1000,1000,1000
South Carolina,2020-04-12,448,528,80,ihme,1000,1000,1000
Rhode Island,2020-04-12,1.5,98.5,97,ihme,1000,1000,1000
Pennsylvania,2020-04-12,1247.5,1518.5,271,ihme,1000,1000,1000
Oregon,2020-04-12,245,277,32,ihme,1000,1000,1000
Oklahoma,2020-04-12,227.5,390.5,163,ihme,1000,1000,1000
Ohio,2020-04-12,1160.5,1382.5,222,ihme,1000,1000,1000
North Dakota,2020-04-12,-26,102,128,ihme,1000,1000,1000
North Carolina,2020-04-12,768,980,212,ihme,1000,1000,1000
New York,2020-04-12,-3007,2262,5269,ihme,1000,1000,1000
New Mexico,2020-04-12,52.5,186.5,134,ihme,1000,1000,1000
New Jersey,2020-04-12,-3121,751,3872,ihme,1000,1000,1000
New Hampshire,2020-04-12,96,107,11,ihme,1000,1000,1000
Nevada,2020-04-12,126.5,429.5,303,ihme,1000,1000,1000
Nebraska,2020-04-12,182,247,65,ihme,1000,1000,1000
Montana,2020-04-12,78.5,85.5,7,ihme,1000,1000,1000
Missouri,2020-04-12,666.5,736.5,70,ihme,1000,1000,1000
Mississippi,2020-04-12,323.5,385.5,62,ihme,1000,1000,1000
Minnesota,2020-04-12,311,431,120,ihme,1000,1000,1000
Michigan,2020-04-12,-379,933,1312,ihme,1000,1000,1000
Massachusetts,2020-04-12,-1122,741,1863,ihme,1000,1000,1000
Maryland,2020-04-12,-206,499,705,ihme,1000,1000,1000
Maine,2020-04-12,67.5,108.5,41,ihme,1000,1000,1000
Louisiana,2020-04-12,425.5,568.5,143,ihme,1000,1000,1000
Kentucky,2020-04-12,248.5,488.5,240,ihme,1000,1000,1000
Kansas,2020-04-12,201.5,262.5,61,ihme,1000,1000,1000
Iowa,2020-04-12,220.5,280.5,60,ihme,1000,1000,1000
Indiana,2020-04-12,168,764,596,ihme,1000,1000,1000
Illinois,2020-04-12,-237,1141,1378,ihme,1000,1000,1000
Idaho,2020-04-12,79.5,103.5,24,ihme,1000,1000,1000
Hawaii,2020-04-12,30.5,125.5,95,ihme,1000,1000,1000
Georgia,2020-04-12,369,1147,778,ihme,1000,1000,1000
Florida,2020-04-12,1232,2460,1228,ihme,1000,1000,1000
Delaware,2020-04-12,90.5,108.5,18,ihme,1000,1000,1000
Connecticut,2020-04-12,-636,343,979,ihme,1000,1000,1000
Colorado,2020-04-12,416.5,522.5,106,ihme,1000,1000,1000
California,2020-04-12,2847,3494,647,ihme,1000,1000,1000
Arkansas,2020-04-12,276.5,327.5,51,ihme,1000,1000,1000
Arizona,2020-04-12,637.5,745.5,108,ihme,1000,1000,1000
Alaska,2020-04-12,-59.5,53.5,113,ihme,1000,1000,1000
Alabama,2020-04-12,215,472,257,ihme,1000,1000,1000
Wyoming,2020-04-13,51,60,9,ihme,1000,1000,1000
Wisconsin,2020-04-13,218.5,442.5,224,ihme,1000,1000,1000
West Virginia,2020-04-13,188,266,78,ihme,1000,1000,1000
Washington,2020-04-13,326.5,473.5,147,ihme,1000,1000,1000
Virginia,2020-04-13,377.5,711.5,334,ihme,1000,1000,1000
Vermont,2020-04-13,38,45,7,ihme,1000,1000,1000
Utah,2020-04-13,257.5,291.5,34,ihme,1000,1000,1000
Texas,2020-04-13,2655.5,3124.5,469,ihme,1000,1000,1000
Tennessee,2020-04-13,619,816,197,ihme,1000,1000,1000
South Dakota,2020-04-13,66,81,15,ihme,1000,1000,1000
South Carolina,2020-04-13,445,528,83,ihme,1000,1000,1000
Rhode Island,2020-04-13,-8.5,98.5,107,ihme,1000,1000,1000
Pennsylvania,2020-04-13,1243.5,1518.5,275,ihme,1000,1000,1000
Oregon,2020-04-13,244,277,33,ihme,1000,1000,1000
Oklahoma,2020-04-13,218.5,390.5,172,ihme,1000,1000,1000
Ohio,2020-04-13,1169.5,1382.5,213,ihme,1000,1000,1000
North Dakota,2020-04-13,-33,102,135,ihme,1000,1000,1000
North Carolina,2020-04-13,761,980,219,ihme,1000,1000,1000
New York,2020-04-13,-2700,2262,4962,ihme,1000,1000,1000
New Mexico,2020-04-13,40.5,186.5,146,ihme,1000,1000,1000
New Jersey,2020-04-13,-3240,751,3991,ihme,1000,1000,1000
New Hampshire,2020-04-13,95,107,12,ihme,1000,1000,1000
Nevada,2020-04-13,102.5,429.5,327,ihme,1000,1000,1000
Nebraska,2020-04-13,173,247,74,ihme,1000,1000,1000
Montana,2020-04-13,78.5,85.5,7,ihme,1000,1000,1000
Missouri,2020-04-13,661.5,736.5,75,ihme,1000,1000,1000
Mississippi,2020-04-13,321.5,385.5,64,ihme,1000,1000,1000
Minnesota,2020-04-13,301,431,130,ihme,1000,1000,1000
Michigan,2020-04-13,-310,933,1243,ihme,1000,1000,1000
Massachusetts,2020-04-13,-1303,741,2044,ihme,1000,1000,1000
Maryland,2020-04-13,-276,499,775,ihme,1000,1000,1000
Maine,2020-04-13,65.5,108.5,43,ihme,1000,1000,1000
Louisiana,2020-04-13,442.5,568.5,126,ihme,1000,1000,1000
Kentucky,2020-04-13,227.5,488.5,261,ihme,1000,1000,1000
Kansas,2020-04-13,197.5,262.5,65,ihme,1000,1000,1000
Iowa,2020-04-13,214.5,280.5,66,ihme,1000,1000,1000
Indiana,2020-04-13,126,764,638,ihme,1000,1000,1000
Illinois,2020-04-13,-275,1141,1416,ihme,1000,1000,1000
Idaho,2020-04-13,78.5,103.5,25,ihme,1000,1000,1000
Hawaii,2020-04-13,32.5,125.5,93,ihme,1000,1000,1000
Georgia,2020-04-13,310,1147,837,ihme,1000,1000,1000
Florida,2020-04-13,1121,2460,1339,ihme,1000,1000,1000
Delaware,2020-04-13,90.5,108.5,18,ihme,1000,1000,1000
Connecticut,2020-04-13,-728,343,1071,ihme,1000,1000,1000
Colorado,2020-04-13,420.5,522.5,102,ihme,1000,1000,1000
California,2020-04-13,2831,3494,663,ihme,1000,1000,1000
Arkansas,2020-04-13,271.5,327.5,56,ihme,1000,1000,1000
Arizona,2020-04-13,630.5,745.5,115,ihme,1000,1000,1000
Alaska,2020-04-13,-59.5,53.5,113,ihme,1000,1000,1000
Alabama,2020-04-13,197,472,275,ihme,1000,1000,1000
Wyoming,2020-04-14,49,60,11,ihme,1000,1000,1000
Wisconsin,2020-04-14,209.5,442.5,233,ihme,1000,1000,1000
West Virginia,2020-04-14,175,266,91,ihme,1000,1000,1000
Washington,2020-04-14,332.5,473.5,141,ihme,1000,1000,1000
Virginia,2020-04-14,350.5,711.5,361,ihme,1000,1000,1000
Vermont,2020-04-14,37,45,8,ihme,1000,1000,1000
Utah,2020-04-14,253.5,291.5,38,ihme,1000,1000,1000
Texas,2020-04-14,2629.5,3124.5,495,ihme,1000,1000,1000
Tennessee,2020-04-14,611,816,205,ihme,1000,1000,1000
South Dakota,2020-04-14,62,81,19,ihme,1000,1000,1000
South Carolina,2020-04-14,440,528,88,ihme,1000,1000,1000
Rhode Island,2020-04-14,-20.5,98.5,119,ihme,1000,1000,1000
Pennsylvania,2020-04-14,1241.5,1518.5,277,ihme,1000,1000,1000
Oregon,2020-04-14,242,277,35,ihme,1000,1000,1000
Oklahoma,2020-04-14,205.5,390.5,185,ihme,1000,1000,1000
Ohio,2020-04-14,1175.5,1382.5,207,ihme,1000,1000,1000
North Dakota,2020-04-14,-43,102,145,ihme,1000,1000,1000
North Carolina,2020-04-14,756,980,224,ihme,1000,1000,1000
New York,2020-04-14,-2393,2262,4655,ihme,1000,1000,1000
New Mexico,2020-04-14,28.5,186.5,158,ihme,1000,1000,1000
New Jersey,2020-04-14,-3390,751,4141,ihme,1000,1000,1000
New Hampshire,2020-04-14,95,107,12,ihme,1000,1000,1000
Nevada,2020-04-14,78.5,429.5,351,ihme,1000,1000,1000
Nebraska,2020-04-14,165,247,82,ihme,1000,1000,1000
Montana,2020-04-14,78.5,85.5,7,ihme,1000,1000,1000
Missouri,2020-04-14,657.5,736.5,79,ihme,1000,1000,1000
Mississippi,2020-04-14,319.5,385.5,66,ihme,1000,1000,1000
Minnesota,2020-04-14,292,431,139,ihme,1000,1000,1000
Michigan,2020-04-14,-240,933,1173,ihme,1000,1000,1000
Massachusetts,2020-04-14,-1459,741,2200,ihme,1000,1000,1000
Maryland,2020-04-14,-352,499,851,ihme,1000,1000,1000
Maine,2020-04-14,63.5,108.5,45,ihme,1000,1000,1000
Louisiana,2020-04-14,462.5,568.5,106,ihme,1000,1000,1000
Kentucky,2020-04-14,206.5,488.5,282,ihme,1000,1000,1000
Kansas,2020-04-14,195.5,262.5,67,ihme,1000,1000,1000
Iowa,2020-04-14,209.5,280.5,71,ihme,1000,1000,1000
Indiana,2020-04-14,86,764,678,ihme,1000,1000,1000
Illinois,2020-04-14,-347,1141,1488,ihme,1000,1000,1000
Idaho,2020-04-14,77.5,103.5,26,ihme,1000,1000,1000
Hawaii,2020-04-14,32.5,125.5,93,ihme,1000,1000,1000
Georgia,2020-04-14,255,1147,892,ihme,1000,1000,1000
Florida,2020-04-14,988,2460,1472,ihme,1000,1000,1000
Delaware,2020-04-14,91.5,108.5,17,ihme,1000,1000,1000
Connecticut,2020-04-14,-816,343,1159,ihme,1000,1000,1000
Colorado,2020-04-14,426.5,522.5,96,ihme,1000,1000,1000
California,2020-04-14,2816,3494,678,ihme,1000,1000,1000
Arkansas,2020-04-14,266.5,327.5,61,ihme,1000,1000,1000
Arizona,2020-04-14,625.5,745.5,120,ihme,1000,1000,1000
Alaska,2020-04-14,-66.5,53.5,120,ihme,1000,1000,1000
Alabama,2020-04-14,178,472,294,ihme,1000,1000,1000
Wyoming,2020-04-15,47,60,13,ihme,1000,1000,1000
Wisconsin,2020-04-15,197.5,442.5,245,ihme,1000,1000,1000
West Virginia,2020-04-15,165,266,101,ihme,1000,1000,1000
Washington,2020-04-15,337.5,473.5,136,ihme,1000,1000,1000
Virginia,2020-04-15,326.5,711.5,385,ihme,1000,1000,1000
Vermont,2020-04-15,38,45,7,ihme,1000,1000,1000
Utah,2020-04-15,251.5,291.5,40,ihme,1000,1000,1000
Texas,2020-04-15,2600.5,3124.5,524,ihme,1000,1000,1000
