State_From,State_To,Day,Num_Units,DataSource,Fmax,Buffer,SurgeCorrection
Texas,Connecticut,2020-04-15,343,ihme,0.19999999999999996,0,0
California,New Jersey,2020-04-15,275,ihme,0.19999999999999996,0,0
Illinois,Massachusetts,2020-04-15,229,ihme,0.19999999999999996,0,0
Michigan,Massachusetts,2020-04-15,187,ihme,0.19999999999999996,0,0
Colorado,Massachusetts,2020-04-15,105,ihme,0.19999999999999996,0,0
New Mexico,Massachusetts,2020-04-15,38,ihme,0.19999999999999996,0,0
Maine,Massachusetts,2020-04-15,22,ihme,0.19999999999999996,0,0
Idaho,Rhode Island,2020-04-15,21,ihme,0.19999999999999996,0,0
Texas,Rhode Island,2020-04-15,12,ihme,0.19999999999999996,0,0
California,Massachusetts,2020-04-16,53,ihme,0.19999999999999996,0,0
Texas,Rhode Island,2020-04-16,8,ihme,0.19999999999999996,0,0
Texas,Connecticut,2020-04-17,244,ihme,0.19999999999999996,0,0
California,Massachusetts,2020-04-17,112,ihme,0.19999999999999996,0,0
Utah,Connecticut,2020-04-17,59,ihme,0.19999999999999996,0,0
California,Connecticut,2020-04-17,40,ihme,0.19999999999999996,0,0
Texas,Rhode Island,2020-04-17,18,ihme,0.19999999999999996,0,0
New York,Connecticut,2020-04-19,217,ihme,0.19999999999999996,0,0
New York,Massachusetts,2020-04-19,26,ihme,0.19999999999999996,0,0
New Jersey,Massachusetts,2020-04-19,22,ihme,0.19999999999999996,0,0
New York,Rhode Island,2020-04-19,7,ihme,0.19999999999999996,0,0
New Jersey,Massachusetts,2020-04-20,72,ihme,0.19999999999999996,0,0
New Jersey,Connecticut,2020-04-20,44,ihme,0.19999999999999996,0,0
New Jersey,Rhode Island,2020-04-20,8,ihme,0.19999999999999996,0,0
New Jersey,Rhode Island,2020-04-21,19,ihme,0.19999999999999996,0,0
New Jersey,Massachusetts,2020-04-21,5,ihme,0.19999999999999996,0,0
New Jersey,Massachusetts,2020-04-22,59,ihme,0.19999999999999996,0,0
New Jersey,Rhode Island,2020-04-24,20,ihme,0.19999999999999996,0,0
Texas,Connecticut,2020-04-15,284,ihme,0.19999999999999996,0,0.5
Texas,New Jersey,2020-04-15,253,ihme,0.19999999999999996,0,0.5
Illinois,Massachusetts,2020-04-15,214,ihme,0.19999999999999996,0,0.5
Michigan,Massachusetts,2020-04-15,187,ihme,0.19999999999999996,0,0.5
Colorado,Massachusetts,2020-04-15,105,ihme,0.19999999999999996,0,0.5
Texas,Massachusetts,2020-04-15,68,ihme,0.19999999999999996,0,0.5
Utah,Connecticut,2020-04-15,59,ihme,0.19999999999999996,0,0.5
