State_From,State_To,Day,Num_Units,DataSource,Fmax,Buffer,SurgeCorrection
Florida,Connecticut,2020-04-09,343.0,ihme,0.19999999999999996,0.0,0.5
Pennsylvania,New York,2020-04-09,290.0,ihme,0.19999999999999996,0.0,0.5
Ohio,New York,2020-04-09,276.0,ihme,0.19999999999999996,0.0,0.5
Georgia,New Jersey,2020-04-09,230.0,ihme,0.19999999999999996,0.0,0.5
Illinois,New York,2020-04-09,229.0,ihme,0.19999999999999996,0.0,0.5
North Carolina,New Jersey,2020-04-09,196.0,ihme,0.19999999999999996,0.0,0.5
Tennessee,Massachusetts,2020-04-09,164.0,ihme,0.19999999999999996,0.0,0.5
Indiana,New York,2020-04-09,153.0,ihme,0.19999999999999996,0.0,0.5
Missouri,New York,2020-04-09,147.0,ihme,0.19999999999999996,0.0,0.5
Virginia,New Jersey,2020-04-09,141.0,ihme,0.19999999999999996,0.0,0.5
South Carolina,New Jersey,2020-04-09,106.0,ihme,0.19999999999999996,0.0,0.5
Kentucky,New York,2020-04-09,98.0,ihme,0.19999999999999996,0.0,0.5
Wisconsin,New York,2020-04-09,88.0,ihme,0.19999999999999996,0.0,0.5
Arkansas,New York,2020-04-09,65.0,ihme,0.19999999999999996,0.0,0.5
Maryland,Massachusetts,2020-04-09,58.0,ihme,0.19999999999999996,0.0,0.5
Florida,New Jersey,2020-04-09,56.0,ihme,0.19999999999999996,0.0,0.5
Iowa,New York,2020-04-09,56.0,ihme,0.19999999999999996,0.0,0.5
West Virginia,Massachusetts,2020-04-09,54.0,ihme,0.19999999999999996,0.0,0.5
Florida,Massachusetts,2020-04-09,53.0,ihme,0.19999999999999996,0.0,0.5
Minnesota,New York,2020-04-09,44.0,ihme,0.19999999999999996,0.0,0.5
Florida,Rhode Island,2020-04-09,40.0,ihme,0.19999999999999996,0.0,0.5
Delaware,New Jersey,2020-04-09,22.0,ihme,0.19999999999999996,0.0,0.5
Maine,Massachusetts,2020-04-09,22.0,ihme,0.19999999999999996,0.0,0.5
New Hampshire,Massachusetts,2020-04-09,22.0,ihme,0.19999999999999996,0.0,0.5
Pennsylvania,Massachusetts,2020-04-09,14.0,ihme,0.19999999999999996,0.0,0.5
Vermont,Massachusetts,2020-04-09,9.0,ihme,0.19999999999999996,0.0,0.5
Mississippi,Massachusetts,2020-04-10,77.0,ihme,0.19999999999999996,0.0,0.5
Alabama,New Jersey,2020-04-11,95.0,ihme,0.19999999999999996,0.0,0.5
Michigan,New Jersey,2020-04-11,23.0,ihme,0.19999999999999996,0.0,0.5
Virginia,New Jersey,2020-04-11,1.0,ihme,0.19999999999999996,0.0,0.5
Federal,New Jersey,2020-04-12,225.0,ihme,0.19999999999999996,0.0,0.5
Federal,New Jersey,2020-04-13,225.0,ihme,0.19999999999999996,0.0,0.5
Federal,Connecticut,2020-04-14,188.0,ihme,0.19999999999999996,0.0,0.5
Federal,New Jersey,2020-04-14,24.0,ihme,0.19999999999999996,0.0,0.5
Federal,Rhode Island,2020-04-14,13.0,ihme,0.19999999999999996,0.0,0.5
Federal,Massachusetts,2020-04-15,155.0,ihme,0.19999999999999996,0.0,0.5
Federal,Connecticut,2020-04-15,57.0,ihme,0.19999999999999996,0.0,0.5
Federal,Rhode Island,2020-04-15,13.0,ihme,0.19999999999999996,0.0,0.5
Federal,Massachusetts,2020-04-16,120.0,ihme,0.19999999999999996,0.0,0.5
Federal,Connecticut,2020-04-16,58.0,ihme,0.19999999999999996,0.0,0.5
Federal,Rhode Island,2020-04-16,25.0,ihme,0.19999999999999996,0.0,0.5
Federal,Maryland,2020-04-16,14.0,ihme,0.19999999999999996,0.0,0.5
