State_From,State_To,Day,Num_Units,DataSource,Fmax,Buffer,SurgeCorrection,Lasso
Nevada,New York,2020-04-09,43.0,ihme,0.09999999999999998,0.1,0.5,0.03
Florida,Rhode Island,2020-04-09,42.0,ihme,0.09999999999999998,0.1,0.5,0.03
Mississippi,New Jersey,2020-04-09,39.0,ihme,0.09999999999999998,0.1,0.5,0.03
Oklahoma,Massachusetts,2020-04-09,39.0,ihme,0.09999999999999998,0.1,0.5,0.03
Arkansas,Massachusetts,2020-04-09,33.0,ihme,0.09999999999999998,0.1,0.5,0.03
Utah,New York,2020-04-09,29.0,ihme,0.09999999999999998,0.1,0.5,0.03
Iowa,New York,2020-04-09,28.0,ihme,0.09999999999999998,0.1,0.5,0.03
Oregon,New York,2020-04-09,28.0,ihme,0.09999999999999998,0.1,0.5,0.03
West Virginia,Connecticut,2020-04-09,27.0,ihme,0.09999999999999998,0.1,0.5,0.03
Kansas,New York,2020-04-09,26.0,ihme,0.09999999999999998,0.1,0.5,0.03
Nebraska,New York,2020-04-09,25.0,ihme,0.09999999999999998,0.1,0.5,0.03
Ohio,New York,2020-04-09,20.0,ihme,0.09999999999999998,0.1,0.5,0.03
New Mexico,New York,2020-04-09,19.0,ihme,0.09999999999999998,0.1,0.5,0.03
Hawaii,New York,2020-04-09,13.0,ihme,0.09999999999999998,0.1,0.5,0.03
Delaware,New Jersey,2020-04-09,11.0,ihme,0.09999999999999998,0.1,0.5,0.03
Maine,Massachusetts,2020-04-09,11.0,ihme,0.09999999999999998,0.1,0.5,0.03
New Hampshire,Massachusetts,2020-04-09,11.0,ihme,0.09999999999999998,0.1,0.5,0.03
Idaho,New York,2020-04-09,10.0,ihme,0.09999999999999998,0.1,0.5,0.03
Montana,New York,2020-04-09,9.0,ihme,0.09999999999999998,0.1,0.5,0.03
South Dakota,New York,2020-04-09,9.0,ihme,0.09999999999999998,0.1,0.5,0.03
North Dakota,New York,2020-04-09,8.0,ihme,0.09999999999999998,0.1,0.5,0.03
Wyoming,New York,2020-04-09,6.0,ihme,0.09999999999999998,0.1,0.5,0.03
Tennessee,New Jersey,2020-04-09,5.0,ihme,0.09999999999999998,0.1,0.5,0.03
Vermont,Massachusetts,2020-04-09,5.0,ihme,0.09999999999999998,0.1,0.5,0.03
Alaska,New York,2020-04-09,1.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,New Jersey,2020-04-12,225.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,Connecticut,2020-04-13,132.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,New Jersey,2020-04-13,93.0,ihme,0.09999999999999998,0.1,0.5,0.03
Michigan,New Jersey,2020-04-13,33.0,ihme,0.09999999999999998,0.1,0.5,0.03
Michigan,Maryland,2020-04-13,6.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,New Jersey,2020-04-14,225.0,ihme,0.09999999999999998,0.1,0.5,0.03
Michigan,Maryland,2020-04-14,55.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,Connecticut,2020-04-15,113.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,Massachusetts,2020-04-15,112.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,Massachusetts,2020-04-16,107.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,Connecticut,2020-04-16,58.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,Rhode Island,2020-04-16,36.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,New Jersey,2020-04-16,17.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,North Dakota,2020-04-16,6.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,Alaska,2020-04-16,1.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,Massachusetts,2020-04-17,129.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,Connecticut,2020-04-17,51.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,Rhode Island,2020-04-17,31.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,Alaska,2020-04-17,7.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,North Dakota,2020-04-17,7.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,Connecticut,2020-04-18,142.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,Massachusetts,2020-04-18,65.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,Rhode Island,2020-04-18,13.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,North Dakota,2020-04-18,5.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,Massachusetts,2020-04-19,107.00000000019372,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,Connecticut,2020-04-19,87.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,North Dakota,2020-04-19,17.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,Rhode Island,2020-04-19,13.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,Rhode Island,2020-04-20,46.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,Connecticut,2020-04-22,9.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,North Dakota,2020-04-22,1.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,North Dakota,2020-04-24,1.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,North Dakota,2020-04-25,1.0,ihme,0.09999999999999998,0.1,0.5,0.03
Federal,North Dakota,2020-04-26,1.0,ihme,0.09999999999999998,0.1,0.5,0.03
California,New York,2020-04-09,350.0,ihme,0.09999999999999998,0.1,0.5,0.04
Texas,Connecticut,2020-04-09,250.0,ihme,0.09999999999999998,0.1,0.5,0.04
Florida,New Jersey,2020-04-09,193.0,ihme,0.09999999999999998,0.1,0.5,0.04
Pennsylvania,Massachusetts,2020-04-09,152.0,ihme,0.09999999999999998,0.1,0.5,0.04
Ohio,Massachusetts,2020-04-09,138.0,ihme,0.09999999999999998,0.1,0.5,0.04
Georgia,New Jersey,2020-04-09,115.0,ihme,0.09999999999999998,0.1,0.5,0.04
Illinois,New York,2020-04-09,115.0,ihme,0.09999999999999998,0.1,0.5,0.04
North Carolina,New Jersey,2020-04-09,98.0,ihme,0.09999999999999998,0.1,0.5,0.04
Indiana,New York,2020-04-09,77.0,ihme,0.09999999999999998,0.1,0.5,0.04
Arizona,New York,2020-04-09,75.0,ihme,0.09999999999999998,0.1,0.5,0.04
Virginia,New Jersey,2020-04-09,71.0,ihme,0.09999999999999998,0.1,0.5,0.04
Tennessee,Connecticut,2020-04-09,66.0,ihme,0.09999999999999998,0.1,0.5,0.04
Texas,Massachusetts,2020-04-09,62.0,ihme,0.09999999999999998,0.1,0.5,0.04
Louisiana,New Jersey,2020-04-09,57.0,ihme,0.09999999999999998,0.1,0.5,0.04
Florida,Rhode Island,2020-04-09,53.0,ihme,0.09999999999999998,0.1,0.5,0.04
South Carolina,New Jersey,2020-04-09,53.0,ihme,0.09999999999999998,0.1,0.5,0.04
Colorado,New York,2020-04-09,52.0,ihme,0.09999999999999998,0.1,0.5,0.04
Maryland,New Jersey,2020-04-09,50.0,ihme,0.09999999999999998,0.1,0.5,0.04
Kentucky,Massachusetts,2020-04-09,49.0,ihme,0.09999999999999998,0.1,0.5,0.04
Alabama,New Jersey,2020-04-09,48.0,ihme,0.09999999999999998,0.1,0.5,0.04
Missouri,New York,2020-04-09,47.0,ihme,0.09999999999999998,0.1,0.5,0.04
Washington,New York,2020-04-09,47.0,ihme,0.09999999999999998,0.1,0.5,0.04
Minnesota,New York,2020-04-09,44.0,ihme,0.09999999999999998,0.1,0.5,0.04
Wisconsin,New York,2020-04-09,44.0,ihme,0.09999999999999998,0.1,0.5,0.04
Nevada,New York,2020-04-09,43.0,ihme,0.09999999999999998,0.1,0.5,0.04
Mississippi,New Jersey,2020-04-09,39.0,ihme,0.09999999999999998,0.1,0.5,0.04
Arkansas,Massachusetts,2020-04-09,33.0,ihme,0.09999999999999998,0.1,0.5,0.04
Utah,New York,2020-04-09,29.0,ihme,0.09999999999999998,0.1,0.5,0.04
Iowa,New York,2020-04-09,28.0,ihme,0.09999999999999998,0.1,0.5,0.04
Oregon,New York,2020-04-09,28.0,ihme,0.09999999999999998,0.1,0.5,0.04
Missouri,Massachusetts,2020-04-09,27.0,ihme,0.09999999999999998,0.1,0.5,0.04
West Virginia,Connecticut,2020-04-09,27.0,ihme,0.09999999999999998,0.1,0.5,0.04
Kansas,New York,2020-04-09,26.0,ihme,0.09999999999999998,0.1,0.5,0.04
Nebraska,New York,2020-04-09,25.0,ihme,0.09999999999999998,0.1,0.5,0.04
New Mexico,Massachusetts,2020-04-09,19.0,ihme,0.09999999999999998,0.1,0.5,0.04
Tennessee,New Jersey,2020-04-09,16.0,ihme,0.09999999999999998,0.1,0.5,0.04
Hawaii,New York,2020-04-09,13.0,ihme,0.09999999999999998,0.1,0.5,0.04
Delaware,New Jersey,2020-04-09,11.0,ihme,0.09999999999999998,0.1,0.5,0.04
Maine,Massachusetts,2020-04-09,11.0,ihme,0.09999999999999998,0.1,0.5,0.04
New Hampshire,Massachusetts,2020-04-09,11.0,ihme,0.09999999999999998,0.1,0.5,0.04
Idaho,New York,2020-04-09,10.0,ihme,0.09999999999999998,0.1,0.5,0.04
Montana,New York,2020-04-09,9.0,ihme,0.09999999999999998,0.1,0.5,0.04
South Dakota,New York,2020-04-09,9.0,ihme,0.09999999999999998,0.1,0.5,0.04
North Dakota,New York,2020-04-09,8.0,ihme,0.09999999999999998,0.1,0.5,0.04
Wyoming,New York,2020-04-09,6.0,ihme,0.09999999999999998,0.1,0.5,0.04
Vermont,Massachusetts,2020-04-09,5.0,ihme,0.09999999999999998,0.1,0.5,0.04
Oklahoma,Massachusetts,2020-04-10,39.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,New Jersey,2020-04-12,225.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,New Jersey,2020-04-13,225.0,ihme,0.09999999999999998,0.1,0.5,0.04
Michigan,New Jersey,2020-04-13,33.0,ihme,0.09999999999999998,0.1,0.5,0.04
Michigan,Maryland,2020-04-13,6.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,New Jersey,2020-04-14,110.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,Connecticut,2020-04-14,104.0,ihme,0.09999999999999998,0.1,0.5,0.04
Michigan,Maryland,2020-04-14,55.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,Massachusetts,2020-04-14,11.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,Connecticut,2020-04-15,141.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,Massachusetts,2020-04-15,71.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,Rhode Island,2020-04-15,13.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,Massachusetts,2020-04-16,139.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,Connecticut,2020-04-16,58.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,North Dakota,2020-04-16,16.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,Rhode Island,2020-04-16,12.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,Massachusetts,2020-04-17,127.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,Connecticut,2020-04-17,51.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,Rhode Island,2020-04-17,32.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,North Dakota,2020-04-17,8.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,Alaska,2020-04-17,7.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,Connecticut,2020-04-18,143.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,Massachusetts,2020-04-18,63.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,Rhode Island,2020-04-18,13.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,North Dakota,2020-04-18,6.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,Connecticut,2020-04-19,96.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,Massachusetts,2020-04-19,54.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,Rhode Island,2020-04-19,32.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,North Dakota,2020-04-19,3.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,North Dakota,2020-04-20,7.0,ihme,0.09999999999999998,0.1,0.5,0.04
Federal,Rhode Island,2020-04-22,26.0,ihme,0.09999999999999998,0.1,0.5,0.04
California,New York,2020-04-09,350.0,ihme,0.09999999999999998,0.1,0.5,0.05
Texas,Connecticut,2020-04-09,250.0,ihme,0.09999999999999998,0.1,0.5,0.05
Florida,New Jersey,2020-04-09,193.0,ihme,0.09999999999999998,0.1,0.5,0.05
Pennsylvania,Massachusetts,2020-04-09,152.0,ihme,0.09999999999999998,0.1,0.5,0.05
Ohio,Massachusetts,2020-04-09,138.0,ihme,0.09999999999999998,0.1,0.5,0.05
Georgia,New Jersey,2020-04-09,115.0,ihme,0.09999999999999998,0.1,0.5,0.05
Illinois,New York,2020-04-09,115.0,ihme,0.09999999999999998,0.1,0.5,0.05
North Carolina,New Jersey,2020-04-09,98.0,ihme,0.09999999999999998,0.1,0.5,0.05
Indiana,New York,2020-04-09,77.0,ihme,0.09999999999999998,0.1,0.5,0.05
Arizona,New York,2020-04-09,75.0,ihme,0.09999999999999998,0.1,0.5,0.05
Virginia,New Jersey,2020-04-09,71.0,ihme,0.09999999999999998,0.1,0.5,0.05
Tennessee,Connecticut,2020-04-09,66.0,ihme,0.09999999999999998,0.1,0.5,0.05
Texas,Massachusetts,2020-04-09,62.0,ihme,0.09999999999999998,0.1,0.5,0.05
Louisiana,New Jersey,2020-04-09,57.0,ihme,0.09999999999999998,0.1,0.5,0.05
Florida,Rhode Island,2020-04-09,53.0,ihme,0.09999999999999998,0.1,0.5,0.05
South Carolina,New Jersey,2020-04-09,53.0,ihme,0.09999999999999998,0.1,0.5,0.05
Colorado,New York,2020-04-09,52.0,ihme,0.09999999999999998,0.1,0.5,0.05
Maryland,New Jersey,2020-04-09,50.0,ihme,0.09999999999999998,0.1,0.5,0.05
Kentucky,Massachusetts,2020-04-09,49.0,ihme,0.09999999999999998,0.1,0.5,0.05
Alabama,New Jersey,2020-04-09,48.0,ihme,0.09999999999999998,0.1,0.5,0.05
Washington,New York,2020-04-09,46.0,ihme,0.09999999999999998,0.1,0.5,0.05
Minnesota,New York,2020-04-09,44.0,ihme,0.09999999999999998,0.1,0.5,0.05
Wisconsin,New York,2020-04-09,44.0,ihme,0.09999999999999998,0.1,0.5,0.05
Nevada,New York,2020-04-09,43.0,ihme,0.09999999999999998,0.1,0.5,0.05
Missouri,New York,2020-04-09,41.0,ihme,0.09999999999999998,0.1,0.5,0.05
Mississippi,New Jersey,2020-04-09,39.0,ihme,0.09999999999999998,0.1,0.5,0.05
Oklahoma,Massachusetts,2020-04-09,39.0,ihme,0.09999999999999998,0.1,0.5,0.05
Arkansas,Massachusetts,2020-04-09,33.0,ihme,0.09999999999999998,0.1,0.5,0.05
Missouri,Massachusetts,2020-04-09,33.0,ihme,0.09999999999999998,0.1,0.5,0.05
Utah,New York,2020-04-09,29.0,ihme,0.09999999999999998,0.1,0.5,0.05
Iowa,New York,2020-04-09,28.0,ihme,0.09999999999999998,0.1,0.5,0.05
Oregon,New York,2020-04-09,28.0,ihme,0.09999999999999998,0.1,0.5,0.05
West Virginia,Connecticut,2020-04-09,27.0,ihme,0.09999999999999998,0.1,0.5,0.05
Kansas,New York,2020-04-09,26.0,ihme,0.09999999999999998,0.1,0.5,0.05
Nebraska,New York,2020-04-09,25.0,ihme,0.09999999999999998,0.1,0.5,0.05
Tennessee,New Jersey,2020-04-09,16.0,ihme,0.09999999999999998,0.1,0.5,0.05
Hawaii,New York,2020-04-09,13.0,ihme,0.09999999999999998,0.1,0.5,0.05
Delaware,New Jersey,2020-04-09,11.0,ihme,0.09999999999999998,0.1,0.5,0.05
Idaho,New York,2020-04-09,10.0,ihme,0.09999999999999998,0.1,0.5,0.05
Montana,New York,2020-04-09,9.0,ihme,0.09999999999999998,0.1,0.5,0.05
South Dakota,New York,2020-04-09,9.0,ihme,0.09999999999999998,0.1,0.5,0.05
North Dakota,New York,2020-04-09,7.0,ihme,0.09999999999999998,0.1,0.5,0.05
Wyoming,New York,2020-04-09,6.0,ihme,0.09999999999999998,0.1,0.5,0.05
New Mexico,Massachusetts,2020-04-10,19.0,ihme,0.09999999999999998,0.1,0.5,0.05
Maine,Massachusetts,2020-04-10,11.0,ihme,0.09999999999999998,0.1,0.5,0.05
New Hampshire,Massachusetts,2020-04-10,11.0,ihme,0.09999999999999998,0.1,0.5,0.05
Vermont,Massachusetts,2020-04-10,5.0,ihme,0.09999999999999998,0.1,0.5,0.05
Washington,Alaska,2020-04-10,1.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,New Jersey,2020-04-12,225.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,New Jersey,2020-04-13,143.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,Connecticut,2020-04-13,82.0,ihme,0.09999999999999998,0.1,0.5,0.05
Michigan,Maryland,2020-04-13,39.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,New Jersey,2020-04-14,225.0,ihme,0.09999999999999998,0.1,0.5,0.05
Michigan,Maryland,2020-04-14,20.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,Connecticut,2020-04-15,163.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,Massachusetts,2020-04-15,49.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,Rhode Island,2020-04-15,13.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,Massachusetts,2020-04-16,109.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,Connecticut,2020-04-16,72.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,Rhode Island,2020-04-16,25.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,North Dakota,2020-04-16,15.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,Alaska,2020-04-16,4.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,Connecticut,2020-04-17,141.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,Massachusetts,2020-04-17,82.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,Alaska,2020-04-17,2.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,Massachusetts,2020-04-18,152.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,Connecticut,2020-04-18,39.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,Rhode Island,2020-04-18,32.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,North Dakota,2020-04-18,2.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,Connecticut,2020-04-19,87.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,Massachusetts,2020-04-19,41.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,Rhode Island,2020-04-19,23.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,North Dakota,2020-04-19,22.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,Massachusetts,2020-04-20,22.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,Rhode Island,2020-04-21,17.0,ihme,0.09999999999999998,0.1,0.5,0.05
Federal,Rhode Island,2020-04-23,18.0,ihme,0.09999999999999998,0.1,0.5,0.05
California,New York,2020-04-09,350.0,ihme,0.09999999999999998,0.1,0.5,0.06
Texas,Connecticut,2020-04-09,250.0,ihme,0.09999999999999998,0.1,0.5,0.06
Florida,New Jersey,2020-04-09,193.0,ihme,0.09999999999999998,0.1,0.5,0.06
Pennsylvania,Massachusetts,2020-04-09,152.0,ihme,0.09999999999999998,0.1,0.5,0.06
Ohio,Massachusetts,2020-04-09,138.0,ihme,0.09999999999999998,0.1,0.5,0.06
Georgia,New Jersey,2020-04-09,115.0,ihme,0.09999999999999998,0.1,0.5,0.06
Illinois,New York,2020-04-09,115.0,ihme,0.09999999999999998,0.1,0.5,0.06
North Carolina,New Jersey,2020-04-09,98.0,ihme,0.09999999999999998,0.1,0.5,0.06
Indiana,New York,2020-04-09,77.0,ihme,0.09999999999999998,0.1,0.5,0.06
Arizona,New York,2020-04-09,75.0,ihme,0.09999999999999998,0.1,0.5,0.06
Virginia,New Jersey,2020-04-09,71.0,ihme,0.09999999999999998,0.1,0.5,0.06
Tennessee,Connecticut,2020-04-09,66.0,ihme,0.09999999999999998,0.1,0.5,0.06
Missouri,New York,2020-04-09,65.0,ihme,0.09999999999999998,0.1,0.5,0.06
Texas,Massachusetts,2020-04-09,62.0,ihme,0.09999999999999998,0.1,0.5,0.06
Louisiana,New Jersey,2020-04-09,57.0,ihme,0.09999999999999998,0.1,0.5,0.06
Florida,Rhode Island,2020-04-09,53.0,ihme,0.09999999999999998,0.1,0.5,0.06
South Carolina,New Jersey,2020-04-09,53.0,ihme,0.09999999999999998,0.1,0.5,0.06
Colorado,New York,2020-04-09,52.0,ihme,0.09999999999999998,0.1,0.5,0.06
Maryland,New Jersey,2020-04-09,50.0,ihme,0.09999999999999998,0.1,0.5,0.06
Kentucky,Massachusetts,2020-04-09,49.0,ihme,0.09999999999999998,0.1,0.5,0.06
Alabama,New Jersey,2020-04-09,48.0,ihme,0.09999999999999998,0.1,0.5,0.06
Minnesota,New York,2020-04-09,44.0,ihme,0.09999999999999998,0.1,0.5,0.06
Wisconsin,New York,2020-04-09,44.0,ihme,0.09999999999999998,0.1,0.5,0.06
Nevada,New York,2020-04-09,43.0,ihme,0.09999999999999998,0.1,0.5,0.06
Washington,New York,2020-04-09,42.0,ihme,0.09999999999999998,0.1,0.5,0.06
Mississippi,New Jersey,2020-04-09,39.0,ihme,0.09999999999999998,0.1,0.5,0.06
Oklahoma,Massachusetts,2020-04-09,39.0,ihme,0.09999999999999998,0.1,0.5,0.06
Arkansas,Massachusetts,2020-04-09,33.0,ihme,0.09999999999999998,0.1,0.5,0.06
Utah,New York,2020-04-09,29.0,ihme,0.09999999999999998,0.1,0.5,0.06
Iowa,New York,2020-04-09,28.0,ihme,0.09999999999999998,0.1,0.5,0.06
Oregon,New York,2020-04-09,28.0,ihme,0.09999999999999998,0.1,0.5,0.06
West Virginia,Connecticut,2020-04-09,27.0,ihme,0.09999999999999998,0.1,0.5,0.06
Kansas,New York,2020-04-09,26.0,ihme,0.09999999999999998,0.1,0.5,0.06
Nebraska,New York,2020-04-09,25.0,ihme,0.09999999999999998,0.1,0.5,0.06
New Mexico,Massachusetts,2020-04-09,19.0,ihme,0.09999999999999998,0.1,0.5,0.06
Tennessee,New Jersey,2020-04-09,16.0,ihme,0.09999999999999998,0.1,0.5,0.06
Delaware,New Jersey,2020-04-09,11.0,ihme,0.09999999999999998,0.1,0.5,0.06
Maine,Massachusetts,2020-04-09,11.0,ihme,0.09999999999999998,0.1,0.5,0.06
New Hampshire,Massachusetts,2020-04-09,11.0,ihme,0.09999999999999998,0.1,0.5,0.06
Idaho,New York,2020-04-09,10.0,ihme,0.09999999999999998,0.1,0.5,0.06
Missouri,Massachusetts,2020-04-09,9.0,ihme,0.09999999999999998,0.1,0.5,0.06
Montana,New York,2020-04-09,9.0,ihme,0.09999999999999998,0.1,0.5,0.06
South Dakota,New York,2020-04-09,9.0,ihme,0.09999999999999998,0.1,0.5,0.06
Wyoming,New York,2020-04-09,6.0,ihme,0.09999999999999998,0.1,0.5,0.06
Vermont,Massachusetts,2020-04-09,5.0,ihme,0.09999999999999998,0.1,0.5,0.06
Washington,Alaska,2020-04-10,5.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,New Jersey,2020-04-12,225.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,New Jersey,2020-04-13,225.0,ihme,0.09999999999999998,0.1,0.5,0.06
Michigan,Maryland,2020-04-13,39.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,Connecticut,2020-04-14,192.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,New Jersey,2020-04-14,33.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,New Jersey,2020-04-15,110.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,Massachusetts,2020-04-15,62.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,Connecticut,2020-04-15,53.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,Massachusetts,2020-04-16,120.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,Connecticut,2020-04-16,58.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,Rhode Island,2020-04-16,36.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,North Dakota,2020-04-16,8.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,Maryland,2020-04-16,3.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,Connecticut,2020-04-17,136.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,Massachusetts,2020-04-17,60.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,Rhode Island,2020-04-17,21.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,North Dakota,2020-04-17,8.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,Massachusetts,2020-04-18,161.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,Connecticut,2020-04-18,58.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,North Dakota,2020-04-18,6.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,Connecticut,2020-04-19,87.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,Massachusetts,2020-04-19,76.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,Rhode Island,2020-04-19,36.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,North Dakota,2020-04-19,10.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,Rhode Island,2020-04-21,17.0,ihme,0.09999999999999998,0.1,0.5,0.06
Federal,Rhode Island,2020-04-23,18.0,ihme,0.09999999999999998,0.1,0.5,0.06
California,New York,2020-04-09,282.0,ihme,0.09999999999999998,0.1,0.5,0.07
Texas,Connecticut,2020-04-09,237.0,ihme,0.09999999999999998,0.1,0.5,0.07
Florida,New Jersey,2020-04-09,206.0,ihme,0.09999999999999998,0.1,0.5,0.07
Pennsylvania,Massachusetts,2020-04-09,152.0,ihme,0.09999999999999998,0.1,0.5,0.07
Georgia,New Jersey,2020-04-09,115.0,ihme,0.09999999999999998,0.1,0.5,0.07
Illinois,New York,2020-04-09,115.0,ihme,0.09999999999999998,0.1,0.5,0.07
North Carolina,New Jersey,2020-04-09,98.0,ihme,0.09999999999999998,0.1,0.5,0.07
Ohio,Massachusetts,2020-04-09,98.0,ihme,0.09999999999999998,0.1,0.5,0.07
Tennessee,Connecticut,2020-04-09,79.0,ihme,0.09999999999999998,0.1,0.5,0.07
Indiana,New York,2020-04-09,77.0,ihme,0.09999999999999998,0.1,0.5,0.07
Arizona,New York,2020-04-09,75.0,ihme,0.09999999999999998,0.1,0.5,0.07
Texas,Massachusetts,2020-04-09,75.0,ihme,0.09999999999999998,0.1,0.5,0.07
Missouri,New York,2020-04-09,74.0,ihme,0.09999999999999998,0.1,0.5,0.07
Virginia,New Jersey,2020-04-09,71.0,ihme,0.09999999999999998,0.1,0.5,0.07
Louisiana,New Jersey,2020-04-09,57.0,ihme,0.09999999999999998,0.1,0.5,0.07
South Carolina,New Jersey,2020-04-09,53.0,ihme,0.09999999999999998,0.1,0.5,0.07
Colorado,New York,2020-04-09,52.0,ihme,0.09999999999999998,0.1,0.5,0.07
