State_From,State_To,Day,Num_Units,DataSource,Fmax,Buffer,SurgeCorrection,Lasso
Maryland,New Jersey,2020-04-09,50.0,ihme,0.09999999999999998,0.1,0.5,0.07
Kentucky,Massachusetts,2020-04-09,49.0,ihme,0.09999999999999998,0.1,0.5,0.07
Alabama,New Jersey,2020-04-09,48.0,ihme,0.09999999999999998,0.1,0.5,0.07
Minnesota,New York,2020-04-09,44.0,ihme,0.09999999999999998,0.1,0.5,0.07
Wisconsin,New York,2020-04-09,44.0,ihme,0.09999999999999998,0.1,0.5,0.07
Nevada,New York,2020-04-09,43.0,ihme,0.09999999999999998,0.1,0.5,0.07
Washington,New York,2020-04-09,42.0,ihme,0.09999999999999998,0.1,0.5,0.07
Florida,Rhode Island,2020-04-09,40.0,ihme,0.09999999999999998,0.1,0.5,0.07
Ohio,New York,2020-04-09,40.0,ihme,0.09999999999999998,0.1,0.5,0.07
Mississippi,New Jersey,2020-04-09,39.0,ihme,0.09999999999999998,0.1,0.5,0.07
Oklahoma,Massachusetts,2020-04-09,39.0,ihme,0.09999999999999998,0.1,0.5,0.07
Arkansas,Massachusetts,2020-04-09,33.0,ihme,0.09999999999999998,0.1,0.5,0.07
Utah,New York,2020-04-09,29.0,ihme,0.09999999999999998,0.1,0.5,0.07
Iowa,New York,2020-04-09,28.0,ihme,0.09999999999999998,0.1,0.5,0.07
Oregon,New York,2020-04-09,28.0,ihme,0.09999999999999998,0.1,0.5,0.07
West Virginia,Connecticut,2020-04-09,27.0,ihme,0.09999999999999998,0.1,0.5,0.07
Kansas,New York,2020-04-09,26.0,ihme,0.09999999999999998,0.1,0.5,0.07
Nebraska,New York,2020-04-09,25.0,ihme,0.09999999999999998,0.1,0.5,0.07
New Mexico,New York,2020-04-09,19.0,ihme,0.09999999999999998,0.1,0.5,0.07
Delaware,New Jersey,2020-04-09,11.0,ihme,0.09999999999999998,0.1,0.5,0.07
Maine,Massachusetts,2020-04-09,11.0,ihme,0.09999999999999998,0.1,0.5,0.07
New Hampshire,Massachusetts,2020-04-09,11.0,ihme,0.09999999999999998,0.1,0.5,0.07
Idaho,New York,2020-04-09,10.0,ihme,0.09999999999999998,0.1,0.5,0.07
Montana,New York,2020-04-09,9.0,ihme,0.09999999999999998,0.1,0.5,0.07
South Dakota,New York,2020-04-09,9.0,ihme,0.09999999999999998,0.1,0.5,0.07
Wyoming,New York,2020-04-09,6.0,ihme,0.09999999999999998,0.1,0.5,0.07
Vermont,Massachusetts,2020-04-09,5.0,ihme,0.09999999999999998,0.1,0.5,0.07
Tennessee,New Jersey,2020-04-09,3.0,ihme,0.09999999999999998,0.1,0.5,0.07
Washington,Alaska,2020-04-10,5.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,New Jersey,2020-04-12,225.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,New Jersey,2020-04-13,179.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,Connecticut,2020-04-13,46.0,ihme,0.09999999999999998,0.1,0.5,0.07
Michigan,Maryland,2020-04-13,39.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,New Jersey,2020-04-14,143.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,Massachusetts,2020-04-14,82.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,Connecticut,2020-04-15,199.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,Rhode Island,2020-04-15,26.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,Massachusetts,2020-04-16,155.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,Connecticut,2020-04-16,58.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,Rhode Island,2020-04-16,12.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,Massachusetts,2020-04-17,145.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,Connecticut,2020-04-17,51.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,North Dakota,2020-04-17,16.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,Rhode Island,2020-04-17,13.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,Connecticut,2020-04-18,143.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,Massachusetts,2020-04-18,47.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,Rhode Island,2020-04-18,32.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,Maryland,2020-04-18,3.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,Massachusetts,2020-04-19,105.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,Connecticut,2020-04-19,36.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,Rhode Island,2020-04-19,12.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,North Dakota,2020-04-19,9.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,Connecticut,2020-04-20,51.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,Rhode Island,2020-04-20,11.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,North Dakota,2020-04-20,5.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,Rhode Island,2020-04-21,35.0,ihme,0.09999999999999998,0.1,0.5,0.07
Federal,North Dakota,2020-04-26,2.0,ihme,0.09999999999999998,0.1,0.5,0.07
Texas,Connecticut,2020-04-09,237.0,ihme,0.09999999999999998,0.1,0.5,0.08
Florida,New Jersey,2020-04-09,206.0,ihme,0.09999999999999998,0.1,0.5,0.08
Pennsylvania,Massachusetts,2020-04-09,152.0,ihme,0.09999999999999998,0.1,0.5,0.08
Georgia,New Jersey,2020-04-09,115.0,ihme,0.09999999999999998,0.1,0.5,0.08
Illinois,New York,2020-04-09,115.0,ihme,0.09999999999999998,0.1,0.5,0.08
North Carolina,New Jersey,2020-04-09,98.0,ihme,0.09999999999999998,0.1,0.5,0.08
Ohio,Massachusetts,2020-04-09,98.0,ihme,0.09999999999999998,0.1,0.5,0.08
Tennessee,Connecticut,2020-04-09,79.0,ihme,0.09999999999999998,0.1,0.5,0.08
Indiana,New York,2020-04-09,77.0,ihme,0.09999999999999998,0.1,0.5,0.08
Arizona,New York,2020-04-09,75.0,ihme,0.09999999999999998,0.1,0.5,0.08
Texas,Massachusetts,2020-04-09,75.0,ihme,0.09999999999999998,0.1,0.5,0.08
Missouri,New York,2020-04-09,74.0,ihme,0.09999999999999998,0.1,0.5,0.08
Virginia,New Jersey,2020-04-09,71.0,ihme,0.09999999999999998,0.1,0.5,0.08
Louisiana,New Jersey,2020-04-09,57.0,ihme,0.09999999999999998,0.1,0.5,0.08
South Carolina,New Jersey,2020-04-09,53.0,ihme,0.09999999999999998,0.1,0.5,0.08
Colorado,New York,2020-04-09,52.0,ihme,0.09999999999999998,0.1,0.5,0.08
Maryland,New Jersey,2020-04-09,50.0,ihme,0.09999999999999998,0.1,0.5,0.08
Kentucky,Massachusetts,2020-04-09,49.0,ihme,0.09999999999999998,0.1,0.5,0.08
Alabama,New Jersey,2020-04-09,48.0,ihme,0.09999999999999998,0.1,0.5,0.08
Minnesota,New York,2020-04-09,44.0,ihme,0.09999999999999998,0.1,0.5,0.08
Wisconsin,New York,2020-04-09,44.0,ihme,0.09999999999999998,0.1,0.5,0.08
Nevada,New York,2020-04-09,43.0,ihme,0.09999999999999998,0.1,0.5,0.08
Florida,Rhode Island,2020-04-09,40.0,ihme,0.09999999999999998,0.1,0.5,0.08
Ohio,New York,2020-04-09,40.0,ihme,0.09999999999999998,0.1,0.5,0.08
Mississippi,New Jersey,2020-04-09,39.0,ihme,0.09999999999999998,0.1,0.5,0.08
Oklahoma,Massachusetts,2020-04-09,39.0,ihme,0.09999999999999998,0.1,0.5,0.08
Arkansas,Massachusetts,2020-04-09,33.0,ihme,0.09999999999999998,0.1,0.5,0.08
Utah,New York,2020-04-09,29.0,ihme,0.09999999999999998,0.1,0.5,0.08
Iowa,New York,2020-04-09,28.0,ihme,0.09999999999999998,0.1,0.5,0.08
West Virginia,Connecticut,2020-04-09,27.0,ihme,0.09999999999999998,0.1,0.5,0.08
Kansas,New York,2020-04-09,26.0,ihme,0.09999999999999998,0.1,0.5,0.08
Nebraska,New York,2020-04-09,25.0,ihme,0.09999999999999998,0.1,0.5,0.08
New Mexico,New York,2020-04-09,19.0,ihme,0.09999999999999998,0.1,0.5,0.08
Delaware,New Jersey,2020-04-09,11.0,ihme,0.09999999999999998,0.1,0.5,0.08
Maine,Massachusetts,2020-04-09,11.0,ihme,0.09999999999999998,0.1,0.5,0.08
New Hampshire,Massachusetts,2020-04-09,11.0,ihme,0.09999999999999998,0.1,0.5,0.08
Idaho,New York,2020-04-09,10.0,ihme,0.09999999999999998,0.1,0.5,0.08
Montana,New York,2020-04-09,9.0,ihme,0.09999999999999998,0.1,0.5,0.08
South Dakota,New York,2020-04-09,9.0,ihme,0.09999999999999998,0.1,0.5,0.08
Wyoming,New York,2020-04-09,6.0,ihme,0.09999999999999998,0.1,0.5,0.08
Vermont,Massachusetts,2020-04-09,5.0,ihme,0.09999999999999998,0.1,0.5,0.08
Tennessee,New Jersey,2020-04-09,3.0,ihme,0.09999999999999998,0.1,0.5,0.08
Washington,Alaska,2020-04-10,5.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,New Jersey,2020-04-12,225.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,Connecticut,2020-04-13,132.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,New Jersey,2020-04-13,93.0,ihme,0.09999999999999998,0.1,0.5,0.08
Michigan,Maryland,2020-04-13,21.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,New Jersey,2020-04-14,201.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,Massachusetts,2020-04-14,24.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,Massachusetts,2020-04-15,131.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,Connecticut,2020-04-15,94.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,Massachusetts,2020-04-16,97.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,Connecticut,2020-04-16,77.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,Rhode Island,2020-04-16,51.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,Massachusetts,2020-04-17,158.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,Connecticut,2020-04-17,51.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,North Dakota,2020-04-17,16.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,Connecticut,2020-04-18,143.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,Massachusetts,2020-04-18,44.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,Rhode Island,2020-04-18,32.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,North Dakota,2020-04-18,6.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,Connecticut,2020-04-19,68.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,Massachusetts,2020-04-19,58.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,Rhode Island,2020-04-19,12.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,North Dakota,2020-04-19,8.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,Rhode Island,2020-04-20,11.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,Connecticut,2020-04-21,18.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,Rhode Island,2020-04-21,9.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,Rhode Island,2020-04-22,16.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,Rhode Island,2020-04-24,7.0,ihme,0.09999999999999998,0.1,0.5,0.08
Federal,North Dakota,2020-04-26,2.0,ihme,0.09999999999999998,0.1,0.5,0.08
Texas,Connecticut,2020-04-09,237.0,ihme,0.09999999999999998,0.1,0.5,0.09
Florida,New Jersey,2020-04-09,206.0,ihme,0.09999999999999998,0.1,0.5,0.09
Pennsylvania,Massachusetts,2020-04-09,152.0,ihme,0.09999999999999998,0.1,0.5,0.09
Georgia,New Jersey,2020-04-09,115.0,ihme,0.09999999999999998,0.1,0.5,0.09
Illinois,New York,2020-04-09,115.0,ihme,0.09999999999999998,0.1,0.5,0.09
North Carolina,New Jersey,2020-04-09,98.0,ihme,0.09999999999999998,0.1,0.5,0.09
Tennessee,Connecticut,2020-04-09,79.0,ihme,0.09999999999999998,0.1,0.5,0.09
Indiana,New York,2020-04-09,77.0,ihme,0.09999999999999998,0.1,0.5,0.09
Arizona,New York,2020-04-09,75.0,ihme,0.09999999999999998,0.1,0.5,0.09
Texas,Massachusetts,2020-04-09,75.0,ihme,0.09999999999999998,0.1,0.5,0.09
Missouri,New York,2020-04-09,74.0,ihme,0.09999999999999998,0.1,0.5,0.09
Virginia,New Jersey,2020-04-09,71.0,ihme,0.09999999999999998,0.1,0.5,0.09
Ohio,Massachusetts,2020-04-09,70.0,ihme,0.09999999999999998,0.1,0.5,0.09
Ohio,New York,2020-04-09,68.0,ihme,0.09999999999999998,0.1,0.5,0.09
Louisiana,New Jersey,2020-04-09,57.0,ihme,0.09999999999999998,0.1,0.5,0.09
South Carolina,New Jersey,2020-04-09,53.0,ihme,0.09999999999999998,0.1,0.5,0.09
Colorado,New York,2020-04-09,52.0,ihme,0.09999999999999998,0.1,0.5,0.09
Maryland,New Jersey,2020-04-09,50.0,ihme,0.09999999999999998,0.1,0.5,0.09
Kentucky,Massachusetts,2020-04-09,49.0,ihme,0.09999999999999998,0.1,0.5,0.09
Alabama,New Jersey,2020-04-09,48.0,ihme,0.09999999999999998,0.1,0.5,0.09
Minnesota,New York,2020-04-09,44.0,ihme,0.09999999999999998,0.1,0.5,0.09
Wisconsin,New York,2020-04-09,44.0,ihme,0.09999999999999998,0.1,0.5,0.09
Florida,Rhode Island,2020-04-09,40.0,ihme,0.09999999999999998,0.1,0.5,0.09
Mississippi,New Jersey,2020-04-09,39.0,ihme,0.09999999999999998,0.1,0.5,0.09
Oklahoma,Massachusetts,2020-04-09,39.0,ihme,0.09999999999999998,0.1,0.5,0.09
Arkansas,Massachusetts,2020-04-09,33.0,ihme,0.09999999999999998,0.1,0.5,0.09
Utah,New York,2020-04-09,29.0,ihme,0.09999999999999998,0.1,0.5,0.09
Iowa,New York,2020-04-09,28.0,ihme,0.09999999999999998,0.1,0.5,0.09
West Virginia,Connecticut,2020-04-09,27.0,ihme,0.09999999999999998,0.1,0.5,0.09
Kansas,New York,2020-04-09,26.0,ihme,0.09999999999999998,0.1,0.5,0.09
Nebraska,New York,2020-04-09,25.0,ihme,0.09999999999999998,0.1,0.5,0.09
New Mexico,New York,2020-04-09,19.0,ihme,0.09999999999999998,0.1,0.5,0.09
Nevada,New York,2020-04-09,12.0,ihme,0.09999999999999998,0.1,0.5,0.09
Delaware,New Jersey,2020-04-09,11.0,ihme,0.09999999999999998,0.1,0.5,0.09
Maine,Massachusetts,2020-04-09,11.0,ihme,0.09999999999999998,0.1,0.5,0.09
New Hampshire,Massachusetts,2020-04-09,11.0,ihme,0.09999999999999998,0.1,0.5,0.09
Idaho,New York,2020-04-09,10.0,ihme,0.09999999999999998,0.1,0.5,0.09
Montana,New York,2020-04-09,9.0,ihme,0.09999999999999998,0.1,0.5,0.09
South Dakota,New York,2020-04-09,9.0,ihme,0.09999999999999998,0.1,0.5,0.09
Wyoming,New York,2020-04-09,6.0,ihme,0.09999999999999998,0.1,0.5,0.09
Vermont,Massachusetts,2020-04-09,5.0,ihme,0.09999999999999998,0.1,0.5,0.09
Tennessee,New Jersey,2020-04-09,3.0,ihme,0.09999999999999998,0.1,0.5,0.09
Washington,Alaska,2020-04-10,5.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,New Jersey,2020-04-12,225.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,New Jersey,2020-04-13,225.0,ihme,0.09999999999999998,0.1,0.5,0.09
Michigan,Maryland,2020-04-13,6.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,Connecticut,2020-04-14,113.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,Massachusetts,2020-04-14,112.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,Connecticut,2020-04-15,132.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,Massachusetts,2020-04-15,67.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,Rhode Island,2020-04-15,26.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,Massachusetts,2020-04-16,86.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,New Jersey,2020-04-16,69.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,Connecticut,2020-04-16,58.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,Rhode Island,2020-04-16,12.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,Massachusetts,2020-04-17,130.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,Connecticut,2020-04-17,51.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,North Dakota,2020-04-17,16.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,Maryland,2020-04-17,15.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,Rhode Island,2020-04-17,13.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,Connecticut,2020-04-18,143.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,Massachusetts,2020-04-18,44.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,Rhode Island,2020-04-18,32.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,North Dakota,2020-04-18,6.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,Massachusetts,2020-04-19,101.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,Connecticut,2020-04-19,86.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,Rhode Island,2020-04-19,12.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,North Dakota,2020-04-19,10.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,Rhode Island,2020-04-20,11.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,Rhode Island,2020-04-21,9.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,Rhode Island,2020-04-22,8.0,ihme,0.09999999999999998,0.1,0.5,0.09
Federal,Rhode Island,2020-04-23,15.0,ihme,0.09999999999999998,0.1,0.5,0.09
Texas,Connecticut,2020-04-09,237.0,ihme,0.09999999999999998,0.1,0.5,0.1
Florida,New Jersey,2020-04-09,206.0,ihme,0.09999999999999998,0.1,0.5,0.1
Pennsylvania,Massachusetts,2020-04-09,152.0,ihme,0.09999999999999998,0.1,0.5,0.1
Georgia,New Jersey,2020-04-09,115.0,ihme,0.09999999999999998,0.1,0.5,0.1
Illinois,New York,2020-04-09,115.0,ihme,0.09999999999999998,0.1,0.5,0.1
North Carolina,New Jersey,2020-04-09,98.0,ihme,0.09999999999999998,0.1,0.5,0.1
Tennessee,Connecticut,2020-04-09,79.0,ihme,0.09999999999999998,0.1,0.5,0.1
Indiana,New York,2020-04-09,77.0,ihme,0.09999999999999998,0.1,0.5,0.1
Arizona,New York,2020-04-09,75.0,ihme,0.09999999999999998,0.1,0.5,0.1
Texas,Massachusetts,2020-04-09,75.0,ihme,0.09999999999999998,0.1,0.5,0.1
Missouri,New York,2020-04-09,74.0,ihme,0.09999999999999998,0.1,0.5,0.1
Virginia,New Jersey,2020-04-09,71.0,ihme,0.09999999999999998,0.1,0.5,0.1
Ohio,Massachusetts,2020-04-09,70.0,ihme,0.09999999999999998,0.1,0.5,0.1
Ohio,New York,2020-04-09,68.0,ihme,0.09999999999999998,0.1,0.5,0.1
Louisiana,New Jersey,2020-04-09,57.0,ihme,0.09999999999999998,0.1,0.5,0.1
South Carolina,New Jersey,2020-04-09,53.0,ihme,0.09999999999999998,0.1,0.5,0.1
Colorado,New York,2020-04-09,52.0,ihme,0.09999999999999998,0.1,0.5,0.1
Maryland,New Jersey,2020-04-09,50.0,ihme,0.09999999999999998,0.1,0.5,0.1
Kentucky,Massachusetts,2020-04-09,49.0,ihme,0.09999999999999998,0.1,0.5,0.1
Alabama,New Jersey,2020-04-09,48.0,ihme,0.09999999999999998,0.1,0.5,0.1
Minnesota,New York,2020-04-09,44.0,ihme,0.09999999999999998,0.1,0.5,0.1
Wisconsin,New York,2020-04-09,44.0,ihme,0.09999999999999998,0.1,0.5,0.1
Florida,Rhode Island,2020-04-09,40.0,ihme,0.09999999999999998,0.1,0.5,0.1
Mississippi,New Jersey,2020-04-09,39.0,ihme,0.09999999999999998,0.1,0.5,0.1
Oklahoma,Massachusetts,2020-04-09,39.0,ihme,0.09999999999999998,0.1,0.5,0.1
Arkansas,Massachusetts,2020-04-09,33.0,ihme,0.09999999999999998,0.1,0.5,0.1
Utah,New York,2020-04-09,29.0,ihme,0.09999999999999998,0.1,0.5,0.1
Iowa,New York,2020-04-09,28.0,ihme,0.09999999999999998,0.1,0.5,0.1
West Virginia,Connecticut,2020-04-09,27.0,ihme,0.09999999999999998,0.1,0.5,0.1
Kansas,New York,2020-04-09,26.0,ihme,0.09999999999999998,0.1,0.5,0.1
Nebraska,New York,2020-04-09,25.0,ihme,0.09999999999999998,0.1,0.5,0.1
New Mexico,New York,2020-04-09,19.0,ihme,0.09999999999999998,0.1,0.5,0.1
Delaware,New Jersey,2020-04-09,11.0,ihme,0.09999999999999998,0.1,0.5,0.1
Maine,Massachusetts,2020-04-09,11.0,ihme,0.09999999999999998,0.1,0.5,0.1
New Hampshire,Massachusetts,2020-04-09,11.0,ihme,0.09999999999999998,0.1,0.5,0.1
Idaho,New York,2020-04-09,10.0,ihme,0.09999999999999998,0.1,0.5,0.1
Montana,New York,2020-04-09,9.0,ihme,0.09999999999999998,0.1,0.5,0.1
South Dakota,New York,2020-04-09,9.0,ihme,0.09999999999999998,0.1,0.5,0.1
Wyoming,New York,2020-04-09,6.0,ihme,0.09999999999999998,0.1,0.5,0.1
Vermont,Massachusetts,2020-04-09,5.0,ihme,0.09999999999999998,0.1,0.5,0.1
Tennessee,New Jersey,2020-04-09,3.0,ihme,0.09999999999999998,0.1,0.5,0.1
Washington,Alaska,2020-04-10,1.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,New Jersey,2020-04-12,225.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,New Jersey,2020-04-13,197.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Massachusetts,2020-04-13,28.0,ihme,0.09999999999999998,0.1,0.5,0.1
Michigan,Maryland,2020-04-13,6.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,New Jersey,2020-04-14,97.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Massachusetts,2020-04-14,82.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Connecticut,2020-04-14,46.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Connecticut,2020-04-15,199.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Rhode Island,2020-04-15,26.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Massachusetts,2020-04-16,155.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Connecticut,2020-04-16,58.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Rhode Island,2020-04-16,12.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Massachusetts,2020-04-17,112.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Connecticut,2020-04-17,51.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Rhode Island,2020-04-17,32.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,North Dakota,2020-04-17,16.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Maryland,2020-04-17,10.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Alaska,2020-04-17,4.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Massachusetts,2020-04-18,140.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Connecticut,2020-04-18,61.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Rhode Island,2020-04-18,13.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,North Dakota,2020-04-18,6.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Maryland,2020-04-18,5.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Connecticut,2020-04-19,118.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Massachusetts,2020-04-19,19.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Rhode Island,2020-04-19,12.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,North Dakota,2020-04-19,10.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Connecticut,2020-04-20,32.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Rhode Island,2020-04-20,11.0,ihme,0.09999999999999998,0.1,0.5,0.1
Federal,Rhode Island,2020-04-21,32.0,ihme,0.09999999999999998,0.1,0.5,0.1
Texas,New York,2020-04-09,312.0,ode,0.09999999999999998,0.1,0.5,0.0
California,New Jersey,2020-04-09,247.0,ode,0.09999999999999998,0.1,0.5,0.0
Florida,New York,2020-04-09,246.0,ode,0.09999999999999998,0.1,0.5,0.0
Pennsylvania,Louisiana,2020-04-09,152.0,ode,0.09999999999999998,0.1,0.5,0.0
Ohio,New Jersey,2020-04-09,138.0,ode,0.09999999999999998,0.1,0.5,0.0
Georgia,New York,2020-04-09,115.0,ode,0.09999999999999998,0.1,0.5,0.0
Illinois,New Jersey,2020-04-09,115.0,ode,0.09999999999999998,0.1,0.5,0.0
California,New York,2020-04-09,103.0,ode,0.09999999999999998,0.1,0.5,0.0
North Carolina,New York,2020-04-09,98.0,ode,0.09999999999999998,0.1,0.5,0.0
Michigan,New York,2020-04-09,94.0,ode,0.09999999999999998,0.1,0.5,0.0
Tennessee,New York,2020-04-09,82.0,ode,0.09999999999999998,0.1,0.5,0.0
Indiana,New Jersey,2020-04-09,77.0,ode,0.09999999999999998,0.1,0.5,0.0
Massachusetts,New York,2020-04-09,75.0,ode,0.09999999999999998,0.1,0.5,0.0
Missouri,New York,2020-04-09,74.0,ode,0.09999999999999998,0.1,0.5,0.0
South Carolina,New York,2020-04-09,53.0,ode,0.09999999999999998,0.1,0.5,0.0
Colorado,New York,2020-04-09,52.0,ode,0.09999999999999998,0.1,0.5,0.0
Maryland,New Jersey,2020-04-09,50.0,ode,0.09999999999999998,0.1,0.5,0.0
Kentucky,New York,2020-04-09,49.0,ode,0.09999999999999998,0.1,0.5,0.0
Washington,New York,2020-04-09,47.0,ode,0.09999999999999998,0.1,0.5,0.0
Minnesota,New York,2020-04-09,44.0,ode,0.09999999999999998,0.1,0.5,0.0
Nevada,New Jersey,2020-04-09,43.0,ode,0.09999999999999998,0.1,0.5,0.0
Oklahoma,New York,2020-04-09,39.0,ode,0.09999999999999998,0.1,0.5,0.0
Connecticut,New York,2020-04-09,35.0,ode,0.09999999999999998,0.1,0.5,0.0
Arkansas,New Jersey,2020-04-09,33.0,ode,0.09999999999999998,0.1,0.5,0.0
Utah,New York,2020-04-09,29.0,ode,0.09999999999999998,0.1,0.5,0.0
Iowa,New York,2020-04-09,28.0,ode,0.09999999999999998,0.1,0.5,0.0
West Virginia,New York,2020-04-09,27.0,ode,0.09999999999999998,0.1,0.5,0.0
Kansas,New Jersey,2020-04-09,26.0,ode,0.09999999999999998,0.1,0.5,0.0
Hawaii,New York,2020-04-09,13.0,ode,0.09999999999999998,0.1,0.5,0.0
Delaware,New York,2020-04-09,11.0,ode,0.09999999999999998,0.1,0.5,0.0
